transaction_id,customer_id,transaction_date,amount,product_category,region,payment_method,discount_pct,is_returned
3005,1959,2025-04-25,120.56,Sports,West,Credit Card,10,0
3006,1312,2025-06-11,112.28,Electronics,East,Wallet,0,0
3007,2265,2024-01-22,,Books,North,Debit Card,5,0
3008,2962,2026-06-03,82.21,Sports,North,Credit Card,10,0
3009,1445,2024-04-25,962.05,Food & Beverage,South,UPI,10,0
3010,1298,2024-02-12,99.37,Food & Beverage,North,Wallet,15,0
3011,1952,2025-06-16,50.72,Food & Beverage,South,Net Banking,15,0
3012,1036,2024-12-11,27.01,Home & Garden,East,UPI,5,0
3013,2108,2024-09-30,48.59,Health,West,Net Banking,0,0
3014,2476,2025-11-10,34.51,Home & Garden,Central,Wallet,0,0
3015,2910,2025-03-25,74.65,Food & Beverage,East,UPI,15,0
3016,2799,2025-07-06,681.35,Electronics,North,Credit Card,0,0
3017,2846,2023-07-22,15.62,Travel,West,UPI,5,0
3018,2409,2024-02-21,17.0,Health,Central,Debit Card,0,0
3019,2196,2024-02-20,67.93,Software,Central,Credit Card,0,0
3020,2400,2023-03-26,17.54,Home & Garden,North,Debit Card,0,1
3021,2709,2023-06-16,27.71,Travel,Central,UPI,0,0
3022,2386,2024-01-19,135.23,Apparel,Central,UPI,0,0
3023,1559,2024-04-12,84.51,Software,East,Net Banking,10,0
3024,1891,2025-12-31,152.35,Electronics,East,UPI,15,0
3025,1141,2025-03-20,182.96,Health,Central,Credit Card,0,0
3026,1887,2025-09-23,450.84,Electronics,South,Debit Card,10,0
3027,2942,2024-04-17,141.86,Food & Beverage,North,Wallet,0,0
3028,2142,2025-09-19,382.21,Electronics,South,Debit Card,0,0
3029,2301,2023-10-02,102.36,Sports,South,Net Banking,0,0
3030,1726,2025-11-09,143.81,Health,Central,Wallet,0,0
3031,2244,2024-05-04,141.6,Apparel,North,Wallet,15,0
3032,2929,2023-11-22,126.66,Home & Garden,South,UPI,5,0
3033,2050,2024-06-12,115.22,Sports,East,Net Banking,15,0
3034,1521,2025-06-10,800.46,Food & Beverage,East,Net Banking,5,1
3035,2807,2023-03-30,208.04,Software,North,UPI,20,0
3036,1010,2024-04-30,52.62,Sports,South,Credit Card,0,0
3037,1984,2024-12-08,1498.34,Food & Beverage,West,UPI,20,0
3038,1378,2023-12-16,57.26,Health,West,Net Banking,5,0
3039,2657,2026-01-12,89.45,Sports,North,Wallet,15,0
3040,2661,2024-01-22,33.22,Food & Beverage,North,Credit Card,0,0
3041,1682,2023-03-28,212.84,Home & Garden,West,Net Banking,5,0
3042,1584,2023-11-03,684.22,Books,South,Net Banking,15,0
3043,1152,2026-03-23,15.04,Sports,South,UPI,5,0
3044,1720,2024-03-15,64.53,Health,Central,Debit Card,5,0
3045,2073,2025-01-09,343.76,Food & Beverage,North,Net Banking,20,0
3046,2178,2023-09-21,25.25,Health,South,Debit Card,0,0
3047,1859,2025-09-03,179.34,Food & Beverage,West,Credit Card,5,0
3048,2317,2025-01-04,18.88,Apparel,West,Wallet,20,0
3049,2604,2024-02-25,146.87,Health,East,Debit Card,20,0
3050,1050,2024-05-07,98.83,Travel,South,Debit Card,0,0
3051,1664,2024-09-24,4822.75,Health,Central,Debit Card,20,0
3052,1531,2025-09-19,219.94,Sports,Central,Debit Card,0,0
3053,2636,2024-02-15,6.64,Sports,North,Debit Card,20,0
3054,2084,2023-06-22,82.29,Books,East,Credit Card,0,0
3055,2191,2023-01-04,242.05,Software,West,Net Banking,10,1
3056,2226,2025-05-03,54.83,Books,West,Wallet,0,0
3057,1857,2025-09-12,52.05,Apparel,North,Net Banking,15,0
3058,1146,2026-02-07,55.19,Books,Central,Credit Card,5,0
3059,1915,2025-11-26,173.57,Home & Garden,Central,Credit Card,20,0
3060,2700,2024-08-05,19.96,Travel,West,Debit Card,10,0
3061,2994,2025-11-20,45.89,Apparel,North,Credit Card,20,0
3062,1993,2024-01-16,310.93,Sports,South,Credit Card,10,0
3063,2463,2025-10-31,50.18,Books,East,Debit Card,15,0
3064,1242,2023-12-10,46.7,Sports,Central,Credit Card,15,0
3065,1581,2023-06-15,17.26,Books,Central,Credit Card,0,1
3066,1687,2024-11-30,195.41,Sports,Central,Credit Card,10,0
3067,2585,2023-12-08,149.98,Home & Garden,South,UPI,20,0
3068,1483,2025-11-08,289.12,Electronics,South,Net Banking,20,0
3069,2132,2025-09-06,78.61,Sports,East,UPI,0,0
3070,2250,2026-04-22,131.49,Software,Central,Net Banking,0,0
3071,1673,2024-06-28,130.17,Electronics,West,Debit Card,10,0
3072,1631,2025-10-30,16.28,Health,Central,Debit Card,15,0
3073,1661,2023-07-11,1516.46,Home & Garden,East,Net Banking,0,0
3074,1662,2023-11-16,291.1,Travel,East,Net Banking,0,0
3075,2456,2024-08-02,98.97,Food & Beverage,West,Wallet,15,0
3076,1805,2024-04-19,68.78,Electronics,South,Net Banking,5,0
3077,2679,2024-09-28,440.87,Books,West,Net Banking,10,0
3078,1419,2024-03-02,101.0,Travel,East,Debit Card,20,0
3079,1988,2025-12-18,269.44,Home & Garden,West,Debit Card,15,0
3080,2479,2023-04-07,44.99,Sports,Central,Credit Card,20,0
3081,2184,2024-05-10,31.48,Health,East,Credit Card,5,0
3082,2547,2024-10-22,74.14,Food & Beverage,South,Debit Card,0,0
3083,1650,2023-01-09,91.17,Health,South,Credit Card,5,0
3084,1969,2024-04-01,149.64,Software,West,UPI,30,0
3085,1590,2023-09-30,523.36,Software,West,UPI,0,0
3086,2101,2025-07-28,341.87,Apparel,West,Credit Card,5,0
3087,1509,2025-10-28,437.73,Home & Garden,Central,Credit Card,15,0
3088,1441,2023-07-27,37.37,Sports,South,Net Banking,0,0
3089,2278,2026-02-20,63.19,Food & Beverage,East,Net Banking,15,0
3090,1921,2025-11-22,287.61,Books,East,UPI,0,0
3091,1770,2023-07-23,386.81,Food & Beverage,South,UPI,0,0
3092,2344,2024-06-01,219.25,Travel,West,Net Banking,10,0
3093,2827,2024-05-31,45.82,Apparel,North,Net Banking,0,0
3094,1263,2024-03-18,25.79,Food & Beverage,West,Net Banking,10,0
3095,2621,2024-11-19,119.05,Software,South,Credit Card,25,0
3096,2682,2025-04-29,30.87,Books,Central,Debit Card,5,0
3097,2859,2025-04-12,156.46,Electronics,West,UPI,25,0
3098,2578,2023-12-05,403.76,Travel,East,Wallet,25,0
3099,2398,2026-03-05,112.95,Sports,Central,Net Banking,0,0
3100,1637,2024-01-22,18.78,Travel,South,Credit Card,5,0
3101,2191,2025-11-14,48.85,Sports,North,UPI,30,0
3102,2961,2024-05-20,254.07,Travel,West,Net Banking,0,0
3103,2777,2024-11-10,158.97,Software,Central,Credit Card,5,1
3104,1459,2024-11-20,174.98,Books,Central,UPI,5,0
3105,1999,2025-06-03,752.01,Books,East,UPI,20,0
3106,2304,2026-01-23,136.85,Apparel,West,Wallet,0,0
3107,1700,2024-09-14,131.77,Software,North,Wallet,0,0
3108,1302,2026-03-15,251.64,Sports,Central,UPI,0,0
3109,2555,2025-06-11,22.03,Home & Garden,East,Credit Card,0,0
3110,2604,2025-08-10,52.77,Apparel,West,Net Banking,0,0
3111,2242,2026-06-08,37.11,Home & Garden,West,Net Banking,5,0
3112,2126,2025-02-22,197.53,Sports,North,UPI,15,0
3113,1554,2024-05-09,29.88,Software,East,Net Banking,0,0
3114,1288,2025-11-27,177.0,Food & Beverage,North,Wallet,5,0
3115,2191,2025-01-16,69.4,Books,Central,Net Banking,15,0
3116,1621,2024-03-12,58.71,Software,South,Debit Card,5,1
3117,2006,2023-12-11,268.86,Travel,South,Wallet,10,0
3118,1036,2026-03-29,18.2,Food & Beverage,North,Wallet,5,0
3119,1744,2024-07-03,50.08,Home & Garden,North,UPI,15,0
3120,2765,2025-03-30,3027.29,Health,South,UPI,0,0
3121,1353,2024-06-24,829.23,Food & Beverage,Central,Net Banking,30,0
3122,2700,2023-05-24,10.2,Travel,North,Net Banking,20,0
3123,2923,2024-08-10,48.96,Food & Beverage,Central,UPI,5,0
3124,1073,2024-10-18,97.06,Sports,Central,Credit Card,5,0
3125,1648,2023-12-11,16.55,Health,East,Net Banking,20,0
3126,2377,2024-11-26,1013.98,Health,Central,Credit Card,5,0
3127,2915,2023-09-25,93.27,Travel,West,Wallet,5,0
3128,2094,2023-06-18,72.02,Apparel,South,Debit Card,15,0
3129,1425,2023-02-02,142.21,Food & Beverage,South,Credit Card,0,0
3130,1999,2024-01-12,139.51,Home & Garden,North,Net Banking,5,0
3131,1708,2026-05-22,32.29,Travel,North,UPI,0,0
3132,2805,2024-01-28,436.31,Sports,East,UPI,0,0
3133,1561,2024-05-03,109.34,Sports,East,Debit Card,5,0
3134,1828,2024-12-22,432.9,Apparel,West,Debit Card,0,0
3135,2666,2025-08-03,45.12,Food & Beverage,North,Wallet,0,0
3136,1956,2025-11-18,10.43,Food & Beverage,South,Credit Card,5,0
3137,1517,2023-02-08,505.1,Electronics,West,Debit Card,0,0
3138,1428,2026-04-11,218.87,Travel,North,Wallet,0,0
3139,2563,2025-11-06,365.72,Home & Garden,West,Wallet,0,0
3140,1160,2025-12-15,393.74,Electronics,Central,Wallet,5,0
3141,1149,2023-08-14,92.12,Electronics,Central,Net Banking,0,0
3142,1776,2023-03-08,57.96,Electronics,West,Debit Card,10,0
3143,2254,2026-05-05,80.64,Books,North,UPI,5,0
3144,2736,2025-04-14,174.46,Books,Central,Wallet,0,0
3145,2586,2025-11-12,125.52,Electronics,Central,UPI,0,0
3146,1067,2025-09-25,10.02,Books,West,Net Banking,25,0
3147,2014,2023-08-25,78.09,Health,Central,Credit Card,0,0
3148,2836,2025-08-14,491.11,Books,South,Net Banking,15,0
3149,1381,2025-07-07,89.88,Software,Central,Net Banking,0,0
3150,1058,2026-03-07,1299.13,Sports,West,Debit Card,0,0
3151,2283,2024-04-17,28.41,Software,Central,Wallet,0,0
3152,1342,2024-07-06,136.76,Travel,Central,Net Banking,10,0
3153,2862,2024-11-25,27.59,Electronics,East,Wallet,5,0
3154,2154,2026-06-06,32.24,Sports,West,UPI,15,0
3155,1727,2023-11-13,32.61,Health,West,Credit Card,25,0
3156,2196,2024-08-20,1276.17,Electronics,East,Credit Card,5,0
3157,1770,2025-02-06,66.51,Travel,East,UPI,30,0
3158,1614,2025-06-04,38.74,Apparel,South,Debit Card,0,0
3159,2233,2024-07-14,89.73,Travel,Central,UPI,0,0
3160,2827,2026-05-09,68.93,Sports,North,UPI,20,0
3161,1354,2023-09-15,238.35,Travel,North,Debit Card,10,0
3162,2495,2026-04-16,7.79,Electronics,East,Debit Card,5,0
3163,2822,2025-01-26,28.63,Books,West,Net Banking,5,0
3164,1116,2023-05-03,248.59,Software,West,Wallet,0,0
3165,2288,2023-12-08,50.08,Health,South,Credit Card,0,0
3166,1662,2026-04-09,36.38,Home & Garden,North,Debit Card,0,0
3167,2836,2025-12-18,34.48,Sports,West,Debit Card,0,0
3168,2466,2023-09-17,214.51,Health,South,Net Banking,0,0
3169,2572,2023-04-05,203.56,Food & Beverage,South,Net Banking,0,0
3170,1453,2026-02-22,284.05,Sports,East,Wallet,10,0
3171,2869,2023-02-10,22.3,Home & Garden,North,Debit Card,0,0
3172,2501,2023-09-11,20.78,Apparel,South,Debit Card,5,0
3173,1287,2023-01-07,352.42,Software,South,Net Banking,0,0
3174,2327,2024-12-28,115.14,Home & Garden,South,UPI,0,0
3175,2017,2023-03-10,43.5,Health,North,Wallet,25,0
3176,1311,2026-01-09,74.55,Electronics,East,Debit Card,0,0
3177,1208,2024-06-25,20.47,Travel,Central,Credit Card,20,0
3178,1618,2023-03-30,47.68,Electronics,West,Credit Card,15,1
3179,1446,2026-05-16,108.97,Apparel,North,Net Banking,25,0
3180,1670,2023-08-01,137.74,Electronics,North,Credit Card,15,1
3181,1633,2025-04-13,81.05,Sports,North,Net Banking,20,0
3182,1055,2023-09-23,71.69,Apparel,Central,UPI,0,0
3183,1912,2025-06-30,217.0,Electronics,West,Net Banking,20,0
3184,2036,2023-10-20,79.71,Electronics,West,Debit Card,5,0
3185,1657,2026-05-15,52.64,Apparel,South,Credit Card,0,0
3186,2424,2023-11-29,36.06,Food & Beverage,South,Debit Card,0,0
3187,2932,2026-01-05,10.79,Apparel,East,Credit Card,0,0
3188,2672,2025-10-01,196.35,Apparel,North,Credit Card,10,0
3189,1980,2023-02-16,521.29,Travel,East,Net Banking,15,0
3190,1515,2024-09-13,33.39,Books,North,Wallet,0,1
3191,2680,2026-05-08,19.61,Travel,West,Credit Card,0,0
3192,2566,2024-03-02,42.64,Travel,East,Credit Card,0,0
3193,1237,2023-07-29,127.57,Apparel,West,Wallet,0,0
3194,2303,2025-06-06,49.09,Health,South,Debit Card,0,0
3195,1348,2023-06-03,48.08,Software,West,Credit Card,0,0
3196,1627,2024-02-19,81.49,Travel,Central,Net Banking,10,0
3197,2128,2026-03-26,101.59,Software,East,Wallet,5,0
3198,1630,2026-01-05,140.04,Travel,North,Wallet,0,0
3199,2541,2025-02-07,63.17,Sports,West,Credit Card,20,0
3200,2896,2025-09-09,61.83,Health,East,Debit Card,0,0
3201,2272,2026-02-28,8.97,Software,North,Debit Card,10,0
3202,1364,2024-08-01,276.67,Software,East,UPI,0,0
3203,1321,2025-01-09,121.86,Sports,East,UPI,10,0
3204,2657,2023-06-12,551.85,Health,Central,Net Banking,0,0
3205,1286,2025-11-04,166.22,Food & Beverage,West,Credit Card,10,0
3206,1149,2026-06-09,82.41,Home & Garden,Central,Debit Card,10,0
3207,2108,2023-07-14,15.13,Food & Beverage,South,UPI,5,0
3208,2990,2024-06-25,12.67,Travel,East,Credit Card,0,0
3209,1406,2023-12-25,316.72,Apparel,West,Credit Card,5,0
3210,1978,2025-04-29,176.59,Home & Garden,South,Debit Card,20,0
3211,1456,2024-03-02,522.42,Travel,South,Credit Card,0,0
3212,2767,2024-05-11,275.2,Sports,Central,Wallet,15,0
3213,1800,2025-04-07,57.66,Sports,South,UPI,0,0
3214,2185,2024-04-30,5.7,Apparel,North,Net Banking,0,0
3215,2013,2023-11-26,185.94,Electronics,North,UPI,10,0
3216,1784,2025-06-07,26.59,Health,North,Credit Card,10,0
3217,1460,2025-09-17,72.16,Sports,South,Wallet,10,0
3218,2574,2026-03-16,147.6,Food & Beverage,East,UPI,30,0
3219,2524,2023-09-16,42.23,Travel,West,Debit Card,30,0
3220,1738,2023-10-19,33.44,Health,North,Wallet,25,0
3221,1509,2023-05-23,62.26,Health,North,UPI,5,1
3222,2678,2025-01-16,7.73,Food & Beverage,North,Credit Card,0,0
3223,2828,2024-09-18,26.04,Sports,Central,Debit Card,0,1
3224,1481,2023-03-31,25.59,Sports,Central,Credit Card,10,0
3225,2687,2024-12-20,67.83,Software,North,Credit Card,5,0
3226,1114,2026-04-02,28.89,Books,North,Debit Card,30,0
3227,1749,2024-04-25,48.47,Software,Central,Wallet,5,0
3228,2602,2023-03-25,52.78,Software,West,UPI,0,0
3229,1361,2026-01-05,1156.58,Sports,East,Wallet,10,1
3230,1341,2024-11-03,226.67,Apparel,West,Debit Card,0,0
3231,1770,2024-05-31,77.91,Apparel,East,UPI,0,0
3232,1761,2024-04-29,154.3,Software,South,Debit Card,10,0
3233,1969,2025-02-20,271.74,Software,South,Net Banking,0,0
3234,1449,2023-04-14,127.14,Home & Garden,West,Net Banking,15,0
3235,2867,2023-12-05,26.03,Books,Central,Wallet,0,0
3236,1835,2024-11-17,76.37,Books,North,Debit Card,10,0
3237,2204,2025-06-18,27.91,Apparel,South,UPI,10,1
3238,2726,2024-08-29,60.65,Apparel,Central,Wallet,15,0
3239,2431,2023-08-11,74.39,Electronics,Central,Net Banking,20,0
3240,2690,2025-10-29,318.33,Apparel,East,Net Banking,0,0
3241,2220,2025-12-12,34.71,Health,South,Net Banking,15,0
3242,2490,2026-01-05,31.53,Electronics,West,Wallet,0,0
3243,1311,2024-05-17,38.08,Electronics,Central,UPI,20,0
3244,1262,2025-04-01,43.35,Software,West,Net Banking,20,0
3245,2443,2024-09-15,61.45,Apparel,West,Wallet,15,1
3246,1406,2023-06-14,133.65,Sports,South,Wallet,0,0
3247,2963,2025-11-16,35.09,Home & Garden,West,Credit Card,0,0
3248,1143,2025-12-29,103.32,Sports,West,Credit Card,5,0
3249,1342,2026-05-26,104.87,Health,North,UPI,0,0
3250,2340,2026-02-21,174.93,Apparel,West,Net Banking,5,0
3251,2125,2023-01-19,69.9,Apparel,North,Credit Card,0,0
3252,1244,2025-11-11,244.33,Software,South,UPI,0,0
3253,1490,2025-09-15,140.17,Food & Beverage,West,Credit Card,20,0
3254,1012,2024-03-25,132.82,Health,Central,Net Banking,20,0
3255,2263,2024-07-05,46.49,Books,West,Wallet,20,1
3256,1561,2025-12-07,125.15,Books,North,Net Banking,0,0
3257,1042,2024-11-25,137.38,Sports,Central,Credit Card,5,1
3258,1678,2024-08-09,43.94,Travel,South,Net Banking,0,0
3259,1594,2024-12-21,377.34,Health,East,Wallet,10,0
3260,2453,2026-04-21,2096.88,Apparel,East,Debit Card,20,0
3261,2827,2023-04-17,40.91,Apparel,North,Wallet,10,0
3262,2182,2026-04-26,51.2,Food & Beverage,South,Credit Card,5,0
3263,2240,2025-02-14,52.77,Electronics,South,Wallet,15,0
3264,2694,2026-01-14,18.7,Health,West,UPI,0,0
3265,2486,2026-03-06,31.45,Travel,East,Net Banking,0,0
3266,1134,2025-06-16,251.81,Travel,West,Debit Card,0,1
3267,2091,2023-12-02,81.58,Home & Garden,South,Debit Card,5,0
3268,2872,2024-08-29,900.38,Health,North,Net Banking,30,0
3269,2031,2025-04-17,,Electronics,North,Net Banking,20,0
3270,1948,2024-08-24,148.36,Home & Garden,Central,UPI,0,1
3271,2550,2024-02-07,30.41,Food & Beverage,North,Wallet,0,0
3272,1073,2024-06-23,78.87,Software,East,Debit Card,5,1
3273,1399,2025-12-31,100.02,Books,Central,Credit Card,30,1
3274,2429,2023-01-24,7.21,Books,East,Net Banking,0,1
3275,2699,2024-09-15,33.45,Software,West,Net Banking,30,0
3276,1578,2025-12-15,193.08,Software,West,Debit Card,0,0
3277,1859,2025-09-12,181.13,Food & Beverage,North,Net Banking,20,0
3278,1130,2023-08-11,20.12,Books,Central,Debit Card,20,0
3279,1931,2023-06-28,58.37,Apparel,East,Credit Card,20,1
3280,2490,2025-03-10,5.24,Travel,East,Credit Card,20,0
3281,2230,2024-03-09,89.65,Travel,South,Debit Card,0,0
3282,2812,2025-03-03,408.45,Health,North,Net Banking,15,0
3283,2792,2025-06-02,430.24,Travel,West,UPI,10,0
3284,1266,2024-05-06,412.27,Home & Garden,South,UPI,20,0
3285,2561,2026-04-27,,Home & Garden,West,Wallet,5,0
3286,2986,2025-03-20,361.35,Apparel,West,UPI,5,0
3287,1793,2025-08-18,71.73,Electronics,East,Net Banking,15,0
3288,1253,2024-02-24,48.12,Home & Garden,West,UPI,0,0
3289,1822,2026-06-26,353.8,Home & Garden,Central,Wallet,20,0
3290,2313,2024-10-10,127.25,Health,West,Credit Card,0,0
3291,1164,2026-04-02,10.44,Software,Central,Debit Card,0,0
3292,1095,2024-04-20,387.57,Electronics,West,UPI,10,1
3293,2806,2023-06-19,69.14,Travel,South,Debit Card,20,1
3294,1833,2023-06-23,40.43,Electronics,East,Debit Card,10,0
3295,2134,2024-04-14,291.4,Home & Garden,South,Credit Card,30,0
3296,1336,2023-12-11,247.86,Sports,East,Wallet,0,0
3297,1822,2024-03-20,28.55,Travel,South,Net Banking,0,0
3298,1238,2025-11-07,74.55,Electronics,North,Net Banking,0,0
3299,1381,2025-12-29,30.26,Apparel,West,Net Banking,0,0
3300,2460,2024-09-19,31.24,Books,West,Wallet,0,0
3301,1899,2024-08-14,2.48,Food & Beverage,North,Wallet,0,0
3302,1483,2024-06-10,26.66,Books,North,Wallet,5,0
3303,2961,2024-03-31,73.3,Home & Garden,Central,UPI,20,0
3304,1902,2025-03-21,3.0,Health,South,Debit Card,15,0
3305,2049,2023-07-07,17.35,Electronics,West,Wallet,5,0
3306,2677,2025-10-17,186.51,Apparel,Central,Wallet,0,0
3307,2141,2024-12-11,16.53,Software,West,UPI,0,0
3308,1482,2024-06-12,74.54,Sports,North,Debit Card,0,0
3309,2416,2024-03-09,12.38,Travel,Central,Net Banking,0,1
3310,1917,2023-10-15,,Software,Central,Credit Card,0,0
3311,1994,2024-05-13,60.89,Health,Central,Wallet,0,0
3312,1964,2023-10-30,29.93,Electronics,South,Wallet,30,0
3313,1537,2023-03-28,3.77,Books,Central,Credit Card,5,0
3314,2103,2025-04-09,30.8,Food & Beverage,West,Wallet,0,0
3315,2604,2024-03-13,199.87,Travel,South,Wallet,5,0
3316,2197,2024-06-24,578.29,Travel,West,Wallet,0,0
3317,2980,2025-11-11,69.19,Software,Central,Credit Card,0,0
3318,2036,2025-04-12,79.83,Software,Central,UPI,0,0
3319,2824,2025-03-07,39.93,Sports,West,UPI,0,0
3320,1128,2024-07-13,393.52,Food & Beverage,East,Credit Card,5,0
3321,2632,2025-01-31,67.44,Home & Garden,Central,UPI,5,0
3322,1092,2024-04-11,263.08,Electronics,Central,Net Banking,0,0
3323,2677,2026-01-29,121.25,Food & Beverage,South,Net Banking,20,0
3324,1543,2024-11-05,104.32,Electronics,West,Credit Card,0,0
3325,1846,2024-11-15,26.46,Software,Central,Debit Card,15,0
3326,2556,2026-03-10,764.42,Food & Beverage,West,Wallet,0,0
3327,2682,2023-05-18,522.76,Electronics,South,Debit Card,0,0
3328,1989,2024-07-31,1378.89,Home & Garden,West,Wallet,0,0
3329,2852,2024-12-10,24.06,Electronics,West,UPI,0,0
3330,1447,2023-08-16,123.57,Apparel,South,UPI,30,1
3331,1390,2023-10-08,34.74,Food & Beverage,Central,Net Banking,0,0
3332,1672,2024-11-14,153.3,Health,West,Debit Card,5,0
3333,2885,2025-04-07,127.83,Electronics,East,Credit Card,15,0
3334,1043,2024-03-06,54.77,Books,Central,Wallet,0,0
3335,1254,2025-11-29,68.42,Food & Beverage,South,UPI,0,0
3336,2154,2026-05-19,1106.46,Sports,North,Wallet,15,0
3337,2084,2023-10-29,76.53,Food & Beverage,East,Credit Card,0,0
3338,1663,2026-01-14,6.4,Books,Central,Wallet,20,0
3339,1467,2024-06-16,47.31,Health,South,Net Banking,5,0
3340,1287,2025-02-07,24.18,Sports,East,Credit Card,10,1
3341,2011,2024-03-19,29.85,Electronics,Central,Credit Card,30,0
3342,2541,2025-11-22,210.86,Apparel,North,Wallet,20,0
3343,2491,2023-09-17,262.2,Food & Beverage,Central,Wallet,15,0
3344,2954,2026-06-11,32.73,Apparel,North,UPI,5,0
3345,1778,2025-01-08,46.49,Books,North,Wallet,0,0
3346,1345,2025-03-06,38.95,Sports,West,Credit Card,20,0
3347,1642,2023-03-11,556.53,Health,South,Wallet,0,0
3348,1382,2025-09-09,271.77,Sports,West,UPI,20,0
3349,2803,2024-04-25,202.82,Health,North,Debit Card,15,0
3350,1690,2026-03-13,26.09,Travel,South,Net Banking,20,0
3351,2277,2023-01-24,11.58,Health,South,Credit Card,0,0
3352,2951,2025-08-22,394.09,Apparel,South,UPI,0,0
3353,2080,2025-01-15,900.27,Electronics,East,Net Banking,15,0
3354,2487,2025-04-24,10.94,Books,Central,Wallet,30,0
3355,1457,2026-04-13,1325.82,Health,North,Wallet,20,0
3356,1983,2023-11-21,79.26,Electronics,South,Debit Card,20,0
3357,1083,2025-03-08,110.15,Travel,East,Wallet,10,0
3358,2929,2023-01-18,18.51,Home & Garden,East,Net Banking,0,0
3359,2123,2023-02-13,10.7,Health,North,UPI,20,0
3360,1149,2023-06-04,5.95,Home & Garden,West,Debit Card,0,0
3361,2353,2025-05-16,310.13,Sports,East,Net Banking,0,0
3362,2180,2025-07-10,81.51,Travel,North,UPI,15,1
3363,1190,2025-01-12,156.48,Apparel,East,Net Banking,15,1
3364,2518,2023-08-13,350.63,Food & Beverage,North,Wallet,0,0
3365,1883,2023-08-05,80.24,Software,South,Net Banking,0,0
3366,1263,2023-01-31,683.59,Software,West,Debit Card,20,0
3367,2104,2025-12-18,33.43,Books,East,Net Banking,25,0
3368,1400,2025-06-16,54.54,Home & Garden,East,Credit Card,0,0
3369,1764,2025-07-23,30.47,Food & Beverage,East,Wallet,15,0
3370,1609,2024-03-20,245.33,Software,Central,Net Banking,5,0
3371,2284,2026-06-12,342.5,Food & Beverage,Central,UPI,0,0
3372,2796,2026-02-04,52.27,Sports,South,Wallet,20,0
3373,2639,2026-04-29,16.92,Books,East,UPI,5,0
3374,2576,2024-06-13,394.15,Health,West,Debit Card,10,0
3375,1785,2025-01-07,31.28,Home & Garden,Central,Credit Card,10,0
3376,1101,2025-05-23,55.51,Software,North,Net Banking,10,1
3377,2383,2024-07-19,24.83,Electronics,North,Wallet,5,0
3378,2404,2026-06-22,127.1,Travel,North,Net Banking,5,1
3379,1820,2023-03-17,35.73,Books,South,Net Banking,20,0
3380,2245,2024-06-30,208.87,Software,East,Wallet,0,0
3381,1820,2023-09-24,45.98,Apparel,East,Credit Card,15,0
3382,1420,2023-11-13,171.64,Electronics,Central,Credit Card,0,0
3383,1124,2026-02-18,29.68,Health,North,Debit Card,0,0
3384,1422,2023-01-25,392.1,Software,South,Wallet,25,0
3385,2255,2023-06-09,49.41,Books,West,Wallet,5,0
3386,2714,2024-08-18,100.29,Sports,East,UPI,10,0
3387,2087,2026-02-11,21.64,Sports,East,UPI,15,1
3388,2509,2025-06-18,88.3,Travel,South,UPI,15,0
3389,2652,2024-05-16,22.62,Electronics,Central,Credit Card,0,0
3390,2727,2026-04-04,85.4,Electronics,South,Debit Card,10,1
3391,2598,2025-10-09,28.39,Travel,Central,Debit Card,15,0
3392,1768,2024-12-03,74.71,Apparel,East,Net Banking,0,0
3393,1483,2026-04-13,157.45,Food & Beverage,Central,Debit Card,0,0
3394,1519,2023-01-01,17.34,Apparel,Central,UPI,0,0
3395,1155,2025-01-10,85.44,Books,Central,Wallet,0,0
3396,1092,2026-01-14,146.93,Home & Garden,Central,Net Banking,15,0
3397,1982,2023-11-16,146.19,Health,North,Credit Card,10,0
3398,2550,2024-01-17,899.7,Software,North,Debit Card,5,1
3399,1455,2026-06-27,36.84,Apparel,North,Wallet,0,0
3400,2765,2025-06-16,89.71,Health,North,UPI,0,0
3401,1598,2024-12-17,733.09,Travel,South,Credit Card,5,0
3402,2669,2023-11-03,17.32,Travel,West,Credit Card,20,0
3403,1510,2026-03-13,5.71,Health,Central,Debit Card,15,0
3404,2207,2024-01-26,171.17,Sports,South,Wallet,20,0
3405,1386,2026-04-07,314.78,Sports,North,UPI,10,0
3406,2598,2025-09-16,7.16,Software,Central,UPI,0,1
3407,2755,2023-10-25,61.33,Software,West,UPI,0,0
3408,1405,2023-08-21,26.54,Books,Central,UPI,25,0
3409,1246,2023-09-28,130.53,Health,East,Debit Card,5,0
3410,1742,2025-12-19,86.43,Health,East,Debit Card,20,0
3411,2615,2026-06-12,433.0,Software,South,Wallet,15,0
3412,1661,2024-11-07,17.92,Health,West,Net Banking,20,0
3413,1650,2024-12-06,143.06,Travel,South,Debit Card,0,0
3414,2495,2023-08-22,189.79,Health,Central,UPI,10,0
3415,2850,2025-04-24,95.62,Sports,West,Wallet,15,0
3416,2912,2026-06-09,8.1,Apparel,South,UPI,10,0
3417,2447,2024-05-05,148.21,Home & Garden,Central,Debit Card,20,1
3418,1901,2024-05-17,37.46,Health,North,Wallet,30,0
3419,1065,2025-06-08,11.11,Software,Central,UPI,0,1
3420,2037,2024-08-14,140.2,Apparel,South,Net Banking,5,0
3421,1213,2025-01-15,226.02,Health,West,Credit Card,15,0
3422,1242,2024-03-03,43.01,Sports,West,Credit Card,15,0
3423,1493,2024-11-27,244.84,Health,North,UPI,5,0
3424,2237,2024-10-07,247.81,Books,South,Credit Card,20,0
