record_id,value,category,created_at
880,562.81,D,2024-06-30
881,3740.32,B,2023-02-26
882,9965.89,B,2024-04-15
883,7844.54,C,2025-08-09
884,9818.85,A,2023-09-05
885,1638.31,C,2023-07-02
886,3779.32,C,2026-01-07
887,4689.9,C,2024-12-25
888,3670.89,B,2025-11-07
889,5313.86,B,2025-09-07
890,2451.33,B,2026-05-31
891,5823.05,A,2023-06-13
892,9431.72,B,2024-11-27
893,3474.11,C,2025-11-14
894,2267.95,D,2024-10-05
895,4130.21,B,2025-02-14
896,763.21,D,2023-06-16
897,2824.64,A,2024-06-20
898,5728.96,A,2025-05-12
899,6311.3,B,2024-12-09
900,5468.95,C,2025-02-03
901,6505.15,C,2026-04-14
902,4700.86,A,2024-06-10
903,9900.12,D,2025-05-07
904,9376.21,D,2026-01-20
905,673.05,B,2026-06-13
906,1836.85,D,2023-04-18
907,1470.98,C,2025-01-25
908,8259.71,A,2023-08-25
909,2982.93,D,2023-06-24
910,1414.52,B,2023-10-11
911,8806.52,B,2024-01-29
912,8938.56,B,2023-01-22
913,3353.43,D,2026-04-05
914,2102.46,D,2023-09-13
915,3770.25,A,2023-03-01
916,4327.77,C,2024-07-23
917,4298.47,A,2023-05-02
918,7310.19,A,2025-04-08
919,2168.02,A,2023-09-09
920,9105.62,B,2023-08-05
921,1925.72,C,2023-12-01
922,1800.55,D,2026-03-01
923,3414.64,B,2026-05-29
924,7746.47,C,2024-07-07
925,8714.85,C,2025-09-04
926,8859.22,C,2025-04-04
927,7715.2,C,2024-04-05
928,7504.58,C,2023-02-25
929,9867.8,B,2024-03-07
930,7552.41,B,2023-11-03
931,2727.01,B,2025-12-18
932,689.41,A,2023-02-08
933,5821.34,D,2024-08-04
934,9514.39,A,2024-10-27
935,6442.16,C,2025-06-01
936,3227.77,A,2023-07-15
937,5116.91,B,2024-11-18
938,7868.8,C,2025-07-02
939,3757.99,D,2023-07-20
940,3751.87,B,2026-04-21
941,7884.19,A,2023-01-03
942,8172.27,B,2023-01-17
943,8035.95,B,2024-09-06
944,5062.29,A,2026-06-16
945,7084.82,A,2024-06-07
946,1670.43,D,2024-03-02
947,3434.57,C,2024-09-11
948,4494.29,B,2024-04-21
949,4469.55,B,2025-08-17
950,2337.66,D,2026-04-25
951,3138.99,A,2024-01-30
952,448.94,C,2026-02-20
953,8375.81,B,2023-06-26
954,7129.79,C,2025-01-16
955,4520.27,C,2025-12-22
956,8902.96,B,2023-03-26
957,4508.03,A,2023-06-23
958,6646.07,D,2023-06-17
959,5348.88,C,2024-10-31
960,593.6,B,2023-09-10
961,255.86,D,2023-07-14
962,924.98,C,2026-04-22
963,7354.49,A,2024-11-05
964,6953.15,D,2026-03-23
965,1480.17,B,2025-12-17
966,289.6,A,2024-04-02
967,3214.45,B,2023-03-20
968,8651.54,C,2025-09-27
969,1243.74,A,2026-03-14
970,1310.8,B,2023-02-21
971,1876.96,D,2023-03-21
972,5633.75,B,2024-05-09
973,7045.35,A,2025-12-09
974,9416.23,C,2024-10-09
975,5044.13,C,2024-09-05
976,7652.97,C,2025-07-09
977,9260.26,D,2026-03-17
978,6887.45,C,2024-06-13
979,2168.07,B,2026-06-14
980,3916.47,B,2026-04-02
981,30.61,A,2024-12-23
982,1980.61,A,2026-05-18
983,2131.91,A,2025-04-23
984,4163.75,B,2024-02-05
985,1653.83,D,2025-01-14
986,5927.81,D,2024-12-08
987,1077.43,B,2026-01-21
988,2728.86,B,2024-04-15
989,7570.38,B,2024-06-02
990,1810.56,C,2026-05-23
991,364.78,B,2023-05-14
992,3125.96,D,2025-05-02
993,7514.93,B,2025-11-28
994,5352.61,D,2024-07-22
995,7636.14,C,2026-05-24
996,1590.61,D,2025-08-28
997,4462.91,A,2025-03-27
998,5748.96,A,2024-07-26
999,9385.44,A,2025-04-20
1000,6994.12,C,2023-08-13
1001,1816.09,A,2025-05-10
1002,9905.04,A,2023-09-27
1003,8612.75,C,2023-08-23
1004,1003.47,A,2025-08-10
1005,6464.44,A,2025-12-24
1006,4034.8,D,2025-03-23
1007,419.17,D,2023-09-25
1008,2062.83,B,2026-05-30
1009,2921.93,A,2025-08-15
1010,5832.82,A,2025-07-30
1011,3286.88,C,2026-06-17
1012,330.37,C,2025-07-09
1013,9606.91,C,2024-12-15
1014,8667.29,B,2024-09-04
1015,4656.08,A,2025-10-02
1016,7546.89,D,2023-08-26
1017,9514.05,A,2026-06-13
1018,883.97,B,2025-08-09
1019,4284.65,A,2023-06-03
1020,8572.37,A,2025-11-21
1021,2797.59,A,2024-04-25
1022,7386.53,C,2025-08-07
1023,5379.91,A,2024-10-31
1024,7519.33,D,2023-09-30
1025,4166.59,C,2024-10-06
1026,3319.71,B,2023-03-30
1027,74.5,A,2026-02-22
1028,6886.47,B,2024-10-01
1029,5299.56,C,2023-08-06
1030,7642.57,C,2023-10-19
1031,6529.39,D,2023-06-06
1032,1196.18,D,2025-09-24
1033,6302.19,B,2023-11-29
1034,619.97,D,2023-03-14
1035,3177.95,B,2023-09-19
1036,23.58,D,2023-08-13
1037,109.84,A,2025-03-30
1038,410.48,B,2024-05-29
1039,6639.4,B,2026-05-22
1040,6041.7,C,2026-05-31
1041,4081.2,B,2024-02-24
1042,8845.66,B,2023-10-01
1043,6730.04,B,2026-05-05
1044,7830.93,C,2025-10-23
1045,8207.34,C,2023-04-19
1046,6998.2,A,2023-03-06
1047,7809.35,A,2025-06-15
1048,8556.3,C,2025-08-19
1049,7842.72,C,2023-09-09
1050,6400.88,D,2025-06-17
1051,5025.42,D,2023-08-09
1052,5613.99,A,2025-03-22
1053,4494.51,C,2024-12-30
1054,5101.84,C,2024-07-06
1055,5345.85,C,2025-04-13
1056,7934.92,D,2025-10-23
1057,9807.84,A,2023-01-17
1058,9128.87,B,2026-05-26
1059,6540.22,A,2024-05-28
1060,8348.77,B,2025-03-20
1061,356.25,D,2025-03-14
1062,4543.88,D,2024-04-19
1063,6805.37,A,2024-03-10
1064,5286.3,D,2023-05-17
1065,5518.99,A,2024-10-16
1066,5588.97,B,2025-03-07
1067,374.63,A,2025-02-21
1068,8487.36,C,2023-04-12
1069,4624.89,C,2023-02-04
1070,5739.7,B,2025-04-08
1071,1135.25,C,2025-05-04
1072,7110.83,A,2023-08-20
1073,1036.03,D,2023-11-11
1074,5614.43,A,2025-08-26
1075,6600.14,B,2024-04-15
1076,6336.0,D,2024-07-05
1077,9045.22,D,2024-12-28
1078,9252.56,A,2026-03-13
1079,5482.08,A,2023-02-28
1080,8656.85,B,2026-06-14
1081,8706.45,A,2025-01-26
1082,6074.63,A,2024-12-17
1083,6127.14,D,2025-07-09
1084,6341.33,B,2026-06-04
1085,7476.49,C,2025-01-17
1086,7653.49,A,2025-01-05
1087,9244.54,C,2024-08-03
1088,7817.69,C,2023-10-31
1089,2208.42,B,2024-02-27
1090,4206.08,B,2025-03-29
1091,4740.48,D,2025-04-06
1092,395.93,B,2023-12-13
1093,2192.63,D,2025-05-27
1094,3851.03,B,2023-03-20
1095,4615.41,B,2024-12-08
1096,8275.79,B,2024-04-30
1097,6283.07,A,2026-05-27
1098,131.97,B,2023-08-08
1099,1487.51,D,2025-07-17
1100,5994.6,A,2026-04-16
1101,6844.31,D,2025-08-20
1102,5900.36,D,2026-06-30
1103,3016.31,C,2023-07-04
1104,2608.1,A,2024-01-31
1105,2821.31,D,2025-03-02
1106,5087.9,C,2023-08-12
1107,6318.55,C,2024-07-19
1108,7814.38,C,2026-02-08
1109,4468.84,B,2024-06-07
1110,2647.83,B,2024-10-12
1111,1332.0,C,2025-10-07
1112,6191.86,C,2025-01-31
1113,972.67,B,2023-09-15
1114,3844.05,A,2023-07-18
1115,4343.9,D,2026-06-08
1116,6874.91,B,2023-08-20
1117,8679.24,C,2024-02-19
1118,5209.94,D,2025-04-20
1119,6143.2,A,2026-02-11
1120,7313.25,C,2026-03-06
1121,3892.35,A,2025-04-09
1122,8670.98,D,2026-01-05
1123,8797.68,D,2024-03-13
1124,6802.11,D,2023-12-18
1125,7574.76,C,2023-09-09
1126,7471.79,C,2024-01-10
1127,1833.32,A,2026-05-13
1128,1665.09,D,2024-06-28
1129,7819.08,C,2024-03-20
1130,6202.41,A,2025-12-17
1131,4891.79,D,2026-03-26
1132,8436.61,C,2024-12-08
1133,8001.0,A,2025-01-24
1134,5919.03,C,2026-01-10
1135,5191.0,A,2023-04-08
1136,2379.52,C,2025-10-25
1137,4725.32,C,2024-05-08
1138,3843.22,D,2025-02-11
1139,2195.38,A,2024-08-09
1140,6360.72,C,2023-12-12
1141,1214.17,A,2026-05-24
1142,236.47,D,2023-10-16
1143,313.26,C,2024-06-28
1144,7732.75,A,2025-06-14
1145,1442.66,B,2025-08-30
1146,2500.04,D,2025-12-05
1147,1619.9,A,2023-09-03
1148,4457.48,A,2023-05-10
1149,1662.47,A,2025-12-22
1150,3705.38,C,2023-10-29
1151,5839.54,C,2026-03-23
1152,3448.94,C,2024-11-16
1153,6117.39,A,2025-02-06
1154,768.18,A,2026-03-02
1155,3033.48,C,2025-02-24
1156,1705.85,C,2024-03-25
1157,5564.78,A,2025-06-29
1158,8719.39,B,2023-06-29
1159,8263.55,C,2023-05-08
1160,4223.18,A,2025-02-03
1161,9017.0,D,2024-12-19
1162,1974.82,A,2026-01-22
1163,7613.46,B,2024-11-22
1164,1224.17,B,2025-05-03
1165,3269.69,A,2024-01-31
1166,8118.23,B,2024-05-12
1167,9059.71,A,2025-01-26
1168,3609.93,A,2024-01-15
1169,1557.52,C,2024-11-25
1170,7874.57,D,2025-03-19
1171,3902.27,A,2025-06-15
1172,7024.51,D,2024-06-12
1173,3246.53,C,2023-12-18
1174,9151.92,C,2025-08-09
1175,8229.09,C,2023-01-02
1176,8516.3,B,2024-06-22
1177,2772.09,B,2024-04-08
1178,3135.16,A,2025-09-21
1179,672.29,C,2026-03-19
1180,4614.84,A,2025-12-10
1181,378.94,B,2025-12-02
1182,265.61,A,2023-09-28
1183,9491.35,A,2024-05-30
1184,5112.32,A,2024-05-19
1185,6135.27,A,2026-01-24
1186,6086.73,D,2024-04-25
1187,6289.32,B,2023-06-14
1188,2890.51,C,2025-01-01
1189,7139.5,D,2025-01-11
1190,7903.56,D,2024-01-20
1191,9732.82,D,2025-07-13
1192,4778.36,A,2025-04-21
1193,3273.11,B,2026-04-12
1194,9530.4,B,2025-11-29
1195,390.82,B,2023-02-04
1196,8918.07,C,2025-11-23
1197,7134.1,C,2024-09-25
1198,2595.39,A,2025-12-31
1199,1089.99,B,2025-01-02
1200,853.05,B,2023-05-08
1201,2835.89,A,2026-06-15
1202,9339.77,D,2025-01-22
1203,771.75,A,2025-01-31
1204,2656.25,C,2025-11-19
1205,4013.04,B,2023-06-04
1206,2076.94,C,2025-06-08
1207,4123.14,B,2025-02-01
1208,8259.17,C,2025-12-13
1209,1122.27,D,2023-04-21
1210,323.75,D,2025-02-01
1211,2672.27,A,2025-02-12
1212,2778.57,B,2023-02-12
1213,4282.63,C,2023-07-10
1214,396.46,C,2026-04-01
1215,3585.86,D,2026-05-29
1216,4672.89,D,2024-08-10
1217,8370.73,D,2023-10-15
1218,4327.59,D,2025-12-02
1219,8205.05,B,2023-06-13
1220,2242.73,A,2025-08-14
1221,1237.45,C,2024-05-24
1222,2119.96,A,2023-10-04
1223,9855.48,A,2025-05-17
1224,4003.16,D,2025-08-01
1225,4073.41,C,2023-02-26
1226,7349.25,B,2025-10-11
1227,5171.43,C,2024-03-16
1228,4967.75,A,2026-04-13
1229,4036.48,C,2024-08-28
1230,2098.92,C,2025-02-10
1231,6766.77,D,2024-09-04
1232,4727.83,A,2026-01-15
1233,6079.55,B,2023-03-10
1234,7934.34,B,2025-10-10
1235,1974.72,D,2023-12-22
1236,4089.83,B,2024-06-10
1237,5519.37,A,2023-09-21
1238,9370.07,D,2024-06-23
1239,1344.19,B,2026-04-07
1240,9317.54,C,2025-12-20
1241,6906.68,D,2026-01-07
1242,8205.62,D,2023-04-06
1243,269.65,B,2023-08-01
1244,2511.95,C,2024-10-12
1245,3472.07,B,2024-03-30
1246,1943.22,A,2025-07-26
1247,6805.18,D,2023-11-14
1248,9142.2,A,2025-11-10
1249,5669.35,D,2026-01-01
1250,6158.12,B,2024-11-03
1251,7598.84,B,2025-10-03
1252,1017.76,A,2024-02-27
1253,2394.17,D,2023-12-04
1254,6655.45,C,2025-06-23
1255,2616.59,A,2024-08-04
1256,5290.74,A,2025-09-18
1257,8509.49,D,2025-03-22
1258,9470.7,D,2026-05-09
1259,2034.78,D,2024-06-14
1260,70.71,D,2023-02-24
1261,3455.71,D,2023-02-01
1262,2773.72,B,2026-02-11
1263,759.47,D,2023-06-15
1264,7378.46,C,2023-12-16
1265,8739.48,A,2026-04-11
1266,4508.13,D,2025-05-10
1267,6581.54,A,2024-07-23
1268,5234.1,C,2026-04-17
1269,2117.03,C,2026-04-05
1270,3131.7,A,2025-06-13
1271,5974.87,B,2025-07-11
1272,1260.16,D,2026-06-23
1273,814.02,A,2024-06-26
1274,7227.98,B,2023-06-15
1275,3423.43,B,2025-02-26
1276,7090.25,C,2023-04-04
1277,1358.87,C,2024-01-25
1278,7205.83,D,2025-08-13
1279,1687.78,C,2025-04-06
1280,7720.41,A,2025-05-21
1281,8043.18,B,2024-12-14
1282,3775.25,B,2025-04-02
1283,3409.22,B,2023-04-29
1284,8109.41,B,2023-02-16
1285,5420.88,B,2025-06-13
1286,6736.16,D,2023-12-15
1287,2587.81,D,2023-10-09
1288,3249.02,C,2023-10-11
1289,9351.63,A,2025-02-23
1290,1685.88,A,2023-11-10
1291,7590.39,C,2024-04-06
1292,245.04,A,2023-10-23
1293,3838.09,A,2025-09-08
1294,7855.34,C,2023-04-25
1295,5937.0,B,2025-04-20
1296,5141.11,C,2025-09-19
1297,29.75,A,2024-06-05
1298,9735.32,D,2025-02-10
1299,9761.87,C,2024-12-20
1300,6698.45,A,2026-03-04
1301,1273.58,C,2025-07-07
1302,4462.18,C,2023-04-08
1303,5208.31,C,2023-08-29
1304,4709.36,A,2026-04-25
1305,7479.25,A,2026-01-06
1306,4253.92,B,2025-03-24
1307,7576.81,A,2024-10-06
1308,1826.79,A,2025-03-03
1309,7700.6,C,2024-04-10
1310,9548.11,C,2025-11-10
1311,4246.99,D,2023-03-25
1312,529.07,A,2024-05-07
1313,7147.71,A,2023-07-28
1314,4309.69,D,2023-11-14
1315,3164.52,B,2024-02-25
1316,1904.65,B,2025-05-05
1317,8733.32,B,2023-04-08
1318,7663.89,D,2025-03-17
1319,9596.89,A,2025-02-23
1320,9547.88,B,2026-03-22
1321,6141.57,A,2024-07-01
1322,1702.79,B,2023-06-28
1323,2050.83,B,2025-07-08
1324,5770.4,A,2023-07-18
1325,8160.68,A,2025-08-14
1326,5922.34,C,2024-07-05
1327,2998.05,A,2024-11-04
1328,4377.72,D,2025-06-12
1329,1601.16,B,2024-11-19
1330,4330.53,B,2025-11-23
1331,8034.01,D,2024-02-21
1332,596.73,A,2023-05-21
1333,1985.54,C,2026-01-12
1334,8595.17,A,2025-07-17
1335,635.98,D,2025-10-20
1336,7539.46,D,2025-12-23
1337,4371.29,C,2023-05-26
1338,4797.19,B,2025-06-04
1339,4881.06,C,2024-06-18
1340,1606.71,B,2025-06-20
1341,9022.65,B,2023-11-08
1342,3362.35,A,2025-05-26
1343,6766.78,C,2023-10-29
1344,2528.3,C,2024-05-27
1345,1119.64,C,2023-10-08
1346,9219.61,A,2024-10-31
1347,7910.14,C,2024-06-24
1348,3761.97,A,2024-03-11
1349,2072.36,A,2023-04-18
1350,717.29,D,2026-03-21
1351,1819.44,D,2025-12-08
1352,7148.24,C,2023-07-29
1353,785.73,B,2024-12-29
1354,3510.31,A,2023-07-09
1355,1254.71,B,2024-06-15
1356,5730.85,C,2024-12-22
1357,8219.17,D,2024-06-17
1358,4616.06,B,2023-08-05
1359,5812.31,C,2025-02-12
1360,1281.66,C,2023-09-05
1361,308.22,D,2025-12-05
1362,6998.86,C,2023-11-19
1363,606.21,A,2024-12-26
1364,2212.78,B,2026-06-27
1365,5468.56,B,2026-02-05
1366,2611.52,B,2024-01-31
1367,4494.57,A,2025-10-27
1368,5090.2,A,2023-05-17
1369,5770.71,B,2023-10-16
1370,3101.19,D,2024-07-19
1371,7244.28,D,2025-09-24
1372,5169.11,A,2025-07-17
1373,9083.55,D,2025-06-20
1374,3396.89,D,2025-12-27
1375,2761.95,B,2026-06-29
1376,8665.31,B,2026-03-16
1377,5063.64,D,2025-03-26
1378,5002.3,C,2025-10-31
1379,2371.82,D,2026-02-11
1380,4146.65,C,2024-01-15
1381,8912.25,B,2025-10-19
1382,6101.4,B,2024-05-24
1383,4790.19,A,2025-04-18
1384,1391.74,D,2025-05-18
1385,9501.64,A,2024-05-08
1386,5184.07,D,2025-09-09
1387,7745.37,C,2023-08-03
1388,9363.05,A,2025-12-30
1389,7195.16,C,2025-07-18
1390,3670.06,C,2024-04-20
1391,6949.89,C,2024-07-28
1392,8452.04,C,2026-04-24
1393,1347.52,C,2025-02-13
1394,4763.15,A,2025-03-08
1395,8172.1,C,2024-01-07
1396,5263.51,C,2025-08-20
1397,8348.77,C,2023-03-16
1398,3285.75,D,2024-01-01
1399,5974.74,D,2026-04-30
1400,3615.11,C,2023-04-30
1401,3689.11,C,2026-02-06
1402,2572.32,A,2023-08-19
1403,6913.54,D,2024-04-13
1404,1550.44,B,2023-12-05
1405,9861.87,B,2025-02-16
1406,2326.05,B,2025-05-30
1407,2210.81,A,2025-03-08
1408,928.6,B,2025-08-08
1409,471.44,B,2025-06-12
1410,6781.09,B,2026-06-24
1411,8933.78,A,2023-10-17
1412,7441.54,C,2024-11-23
1413,504.12,C,2026-06-11
1414,1086.55,A,2023-12-26
1415,7180.35,C,2023-12-10
1416,5118.81,A,2025-09-05
1417,4905.45,A,2024-06-18
1418,7545.32,B,2025-12-13
1419,7246.28,B,2023-11-27
1420,6214.78,D,2023-09-28
1421,707.36,A,2023-02-17
1422,8221.85,A,2026-01-17
1423,6908.3,A,2023-01-29
1424,4685.41,C,2026-01-01
1425,6930.21,B,2023-08-15
1426,32.52,C,2026-03-20
1427,9832.27,B,2023-09-07
1428,7895.79,B,2025-03-11
1429,352.48,D,2024-12-05
1430,1539.11,B,2025-02-12
1431,8963.82,B,2024-11-11
1432,1181.67,B,2024-11-28
1433,4389.08,D,2026-02-06
1434,5990.11,B,2023-08-20
1435,3145.61,C,2025-05-09
1436,3333.66,B,2023-12-20
1437,220.02,D,2023-07-12
1438,3381.89,A,2024-02-05
1439,4271.55,B,2024-07-20
1440,9670.45,A,2024-04-15
1441,5689.96,D,2026-06-15
1442,2103.5,A,2025-04-21
1443,1733.87,B,2025-02-28
1444,9373.08,A,2025-12-03
1445,9076.17,C,2024-07-02
1446,8863.94,C,2024-09-16
1447,3266.92,B,2025-08-23
1448,7127.39,A,2025-08-23
1449,6877.98,B,2025-07-25
1450,2141.4,D,2025-01-30
1451,2293.02,D,2024-01-29
1452,5870.72,C,2023-09-21
1453,1424.75,D,2024-03-25
1454,9783.58,B,2025-10-28
1455,4210.8,D,2026-05-24
1456,1667.59,A,2023-02-04
1457,6286.33,B,2023-10-15
1458,709.56,A,2024-05-15
1459,1699.23,A,2024-04-05
1460,2163.26,C,2025-01-14
1461,4471.23,B,2026-03-03
1462,121.88,D,2023-10-18
1463,1466.76,D,2025-10-10
1464,8208.61,A,2023-11-18
1465,9246.22,B,2024-09-03
1466,9859.22,A,2023-04-11
1467,6021.3,C,2026-03-15
1468,8576.04,A,2026-05-10
1469,1568.72,B,2025-12-20
1470,179.76,A,2024-09-09
1471,3367.6,D,2025-07-13
1472,1133.68,C,2024-02-20
1473,9268.39,A,2025-10-22
1474,7541.87,A,2025-11-16
1475,6613.2,A,2026-02-07
1476,904.25,C,2023-05-01
1477,9963.38,D,2024-12-14
1478,487.61,C,2025-08-04
1479,9185.3,C,2023-06-06
1480,3043.74,A,2023-10-20
1481,874.1,A,2025-08-15
1482,7797.48,A,2025-02-25
1483,2315.25,D,2026-01-14
1484,3868.66,C,2025-07-08
1485,7749.57,C,2023-01-05
1486,5907.83,C,2025-05-14
1487,8678.64,D,2023-01-31
1488,6298.56,D,2025-06-26
1489,8146.29,B,2024-11-06
1490,9701.13,D,2024-03-14
1491,5727.87,A,2026-06-26
1492,2829.52,C,2023-06-15
1493,9640.56,C,2026-02-23
1494,9221.4,B,2026-04-01
1495,8940.47,A,2024-07-18
1496,4928.64,A,2024-11-29
1497,207.25,A,2023-07-07
1498,3317.64,D,2025-11-25
1499,9322.67,D,2026-02-22
1500,8446.46,A,2023-07-13
1501,5677.73,D,2026-06-02
1502,5394.23,D,2024-06-29
1503,1945.33,A,2025-02-04
1504,5386.23,D,2023-06-15
1505,6327.2,D,2023-08-30
1506,7650.09,D,2024-03-25
1507,1372.73,A,2024-02-15
1508,4291.67,B,2025-12-23
1509,9963.58,D,2025-01-15
1510,8829.7,B,2025-02-12
1511,4464.52,A,2025-12-10
1512,105.65,D,2024-08-04
1513,3681.98,A,2025-08-03
1514,8459.7,D,2023-04-01
1515,3468.73,A,2025-04-06
1516,8945.42,C,2026-04-03
1517,8334.58,B,2026-03-22
1518,6960.3,B,2023-07-24
1519,632.86,D,2023-12-18
1520,5744.7,D,2024-04-03
1521,7787.88,C,2024-12-13
1522,8247.14,D,2026-03-02
1523,8887.45,B,2023-05-04
1524,3001.56,A,2026-05-13
1525,7130.06,D,2025-04-26
1526,7349.8,B,2025-08-28
1527,6613.38,A,2023-02-07
1528,6789.22,A,2023-08-26
1529,5325.67,A,2024-10-31
1530,8651.45,D,2024-12-11
1531,2087.26,A,2024-05-13
1532,8566.26,A,2025-01-16
1533,9904.51,B,2025-09-19
1534,8483.47,C,2025-02-08
1535,1866.24,D,2025-10-21
1536,2769.38,C,2023-02-23
1537,4406.06,B,2026-01-20
1538,3955.67,A,2023-02-22
1539,3284.83,B,2024-07-13
1540,3714.17,C,2024-07-03
1541,8014.8,D,2025-07-31
1542,7384.51,C,2026-04-21
1543,5891.91,A,2026-02-27
1544,2395.19,B,2025-10-19
1545,6815.19,B,2025-07-14
1546,4254.4,B,2023-06-15
1547,8406.55,A,2023-05-18
1548,7199.88,B,2025-12-21
1549,1841.52,A,2025-04-10
1550,6216.83,A,2024-12-24
1551,142.26,A,2023-05-11
1552,1916.86,C,2024-08-11
1553,7831.79,D,2023-08-13
1554,2040.79,D,2025-07-14
1555,4476.83,B,2024-06-14
1556,72.02,D,2023-01-30
1557,9365.08,A,2024-07-27
1558,5312.06,C,2023-07-19
1559,4338.45,C,2025-05-24
1560,3316.91,D,2026-01-14
1561,7056.19,D,2025-10-25
1562,952.81,B,2025-11-26
1563,1389.97,C,2025-10-10
1564,2653.12,A,2023-11-25
1565,8872.05,A,2026-06-25
1566,3091.5,C,2026-02-20
1567,967.41,B,2024-03-03
1568,9779.27,C,2024-02-21
1569,1834.22,C,2025-05-03
1570,1005.27,C,2025-04-10
1571,134.45,C,2025-01-26
1572,4936.92,D,2024-03-21
1573,4482.98,C,2025-11-28
1574,7393.52,C,2023-01-15
1575,3352.37,D,2024-12-30
1576,5193.17,B,2025-10-11
1577,4671.02,C,2025-03-17
1578,4912.96,C,2026-04-09
1579,1193.28,B,2023-06-19
1580,7749.23,B,2026-06-06
1581,4457.33,B,2026-05-03
1582,843.86,C,2025-12-09
1583,7372.47,B,2024-07-02
1584,6336.38,B,2026-06-26
1585,3810.61,A,2025-01-23
1586,7043.43,B,2023-01-01
1587,4600.77,C,2025-05-02
1588,5901.16,D,2024-03-17
1589,1345.56,C,2025-10-18
1590,1079.57,C,2024-05-02
1591,1548.56,B,2023-11-11
1592,1994.68,A,2025-05-12
1593,1950.69,C,2025-04-10
1594,2120.45,D,2025-01-23
1595,1001.55,B,2026-06-30
1596,6030.64,C,2024-12-23
1597,6073.92,D,2025-07-04
1598,4806.77,D,2023-01-17
1599,8413.41,B,2025-06-24
1600,8131.47,B,2023-12-25
1601,4742.21,A,2023-04-28
1602,4126.94,C,2025-12-18
1603,8217.33,A,2024-05-18
1604,6104.87,B,2024-08-10
1605,7460.26,A,2023-11-18
1606,2645.3,B,2026-06-04
1607,535.07,D,2024-08-19
1608,2289.41,D,2023-08-11
1609,2359.86,D,2023-10-08
1610,9484.56,C,2026-06-19
1611,4262.12,C,2023-01-14
1612,4449.62,B,2024-01-24
1613,7682.45,A,2025-03-10
1614,6210.36,A,2026-06-04
1615,3530.79,D,2025-01-19
1616,7617.12,C,2023-03-25
1617,6559.78,B,2025-03-17
1618,7474.87,C,2026-04-06
1619,1650.23,D,2023-07-09
1620,9617.67,B,2024-03-17
1621,7766.38,A,2023-10-21
1622,6087.97,C,2026-03-02
1623,2943.1,D,2026-01-03
1624,6342.09,C,2025-01-07
1625,4072.21,A,2025-03-18
1626,4606.52,D,2025-04-20
1627,5435.81,A,2024-12-15
1628,2824.16,B,2025-02-10
1629,87.98,D,2026-05-22
1630,4282.57,C,2025-06-07
1631,4533.23,D,2024-06-09
1632,2142.01,B,2024-11-10
1633,4339.97,C,2023-01-02
1634,8555.92,A,2024-03-04
1635,1908.76,C,2026-04-02
1636,8860.17,A,2025-03-21
1637,1999.31,C,2025-03-20
1638,9744.58,C,2025-02-08
1639,1919.29,B,2023-03-20
1640,7737.46,A,2023-10-04
1641,5418.98,A,2024-08-12
1642,1262.03,C,2025-11-06
1643,7502.87,C,2024-06-05
1644,2418.31,B,2023-07-30
1645,2780.46,C,2023-10-04
1646,7467.37,A,2026-05-26
1647,947.85,A,2025-01-21
1648,2065.76,D,2025-11-08
1649,2657.31,B,2024-01-23
1650,8941.51,A,2023-03-13
1651,3407.05,D,2025-04-19
1652,2348.35,C,2025-04-25
1653,924.61,A,2023-04-14
1654,81.5,A,2026-05-30
1655,3425.67,A,2024-06-17
1656,5109.28,D,2024-11-12
1657,3236.47,B,2024-07-29
1658,3784.15,D,2024-03-29
1659,3108.72,B,2024-05-28
1660,9646.67,A,2023-10-20
1661,1190.99,A,2023-11-18
1662,2423.3,D,2023-10-21
1663,8132.45,B,2023-07-23
1664,9142.66,D,2025-10-03
1665,353.77,B,2026-03-28
1666,5919.33,B,2025-12-27
1667,2873.48,B,2025-10-21
1668,1776.59,D,2025-10-13
1669,7362.44,B,2024-01-10
1670,9365.86,B,2023-03-14
1671,4109.52,C,2024-03-14
1672,2177.12,C,2023-07-28
1673,7814.3,B,2024-03-22
1674,4937.76,D,2025-11-10
1675,4648.93,B,2024-08-28
1676,3364.53,D,2023-01-20
1677,4942.85,D,2026-04-26
1678,3964.24,B,2025-03-18
1679,3207.88,C,2025-10-20
1680,8118.55,B,2026-02-12
1681,2780.24,B,2024-08-13
1682,7466.07,C,2023-03-04
1683,5704.39,B,2023-12-24
1684,7519.55,B,2023-12-14
1685,3522.56,C,2025-06-13
1686,907.56,B,2024-12-01
1687,5572.94,A,2023-07-14
1688,2287.93,D,2025-01-12
1689,605.47,C,2026-04-23
1690,4947.08,D,2025-11-10
1691,5154.8,B,2025-03-31
1692,6940.15,B,2024-11-09
1693,9356.16,B,2023-12-16
1694,8818.46,C,2025-04-19
1695,317.55,C,2026-03-25
1696,891.0,D,2026-06-29
1697,3972.96,A,2024-09-03
1698,6925.42,A,2023-09-13
1699,8124.39,A,2024-10-04
1700,2519.17,B,2026-02-16
1701,2347.99,D,2024-01-01
1702,9034.85,C,2025-02-27
1703,698.67,B,2025-04-18
1704,3995.22,B,2023-07-27
1705,2063.67,D,2025-09-10
1706,3222.0,B,2023-09-01
1707,8615.16,A,2023-05-20
1708,3296.97,C,2026-05-08
1709,111.78,C,2024-08-29
1710,7077.18,D,2023-05-01
1711,8874.32,B,2026-01-13
1712,9584.94,C,2024-06-04
1713,4008.02,D,2025-09-25
