order_id,customer_id,order_date,order_amount,order_status,product_id,quantity
53526,23917,2023-07-26,66.03,Delivered,369,18
53527,22124,2021-07-31,33.46,Delivered,113,8
53528,22647,2024-04-25,583.73,Cancelled,331,7
53529,102692,2020-09-25,29.37,Delivered,168,3
53530,24419,2022-09-11,49.63,Pending,482,16
53531,22761,2024-06-03,488.25,Shipped,396,8
53532,22195,2025-10-18,223.28,Shipped,338,10
53533,23352,2026-04-10,3478.97,Delivered,243,12
53534,102892,2023-05-26,50.35,Cancelled,222,3
53535,101991,2020-04-12,23.49,Delivered,471,10
53536,20915,2024-03-02,106.06,Cancelled,32,15
53537,21229,2025-03-10,87.78,Delivered,312,8
53538,23392,2024-12-16,201.27,Delivered,174,9
53539,23745,2020-11-11,38.76,Cancelled,457,4
53540,24310,2024-01-04,264.77,Returned,307,9
53541,20242,2021-09-10,113.63,Delivered,143,9
53542,21398,2021-02-08,724.54,Pending,383,2
53543,20162,2024-11-01,473.75,Delivered,38,15
53544,21595,2025-03-26,126.19,Pending,194,15
53545,23777,2024-05-04,100.51,Cancelled,287,13
53546,20830,2025-09-25,153.23,Delivered,213,17
53547,21125,2022-04-24,35.96,Cancelled,57,1
53548,23341,2022-04-18,95.03,Cancelled,206,3
53549,21347,2020-04-29,221.52,Shipped,175,17
53550,23136,2020-01-17,355.27,Delivered,139,3
53551,100432,2022-07-02,1151.22,Delivered,355,19
53552,21878,2022-06-30,1117.61,Delivered,82,18
53553,21792,2021-12-20,782.73,Delivered,190,19
53554,22750,2023-01-10,72.22,Delivered,420,15
53555,22790,2025-10-28,398.02,Cancelled,16,9
53556,22730,2021-05-06,283.0,Shipped,99,4
53557,22903,2025-11-13,579.03,Delivered,32,18
53558,101877,2021-06-26,528.45,Delivered,276,8
53559,24985,2023-12-13,76.68,Cancelled,152,2
53560,20656,2023-03-09,302.9,Delivered,175,9
53561,21390,2020-01-15,128.05,Delivered,222,17
53562,21906,2025-02-20,883.95,Delivered,141,2
53563,20091,2023-06-08,44.31,Shipped,332,12
53564,101308,2024-01-28,153.24,Delivered,315,9
53565,24449,2024-08-21,410.41,Returned,144,8
53566,20277,2021-07-15,314.28,Shipped,95,9
53567,23399,2021-11-13,26.1,Pending,353,18
53568,24820,2025-06-01,352.91,Cancelled,472,17
53569,22239,2021-11-08,427.26,Shipped,21,3
53570,22911,2020-06-07,38.47,Pending,48,2
53571,99427,2025-11-22,188.29,Delivered,367,3
53572,20705,2021-03-20,198.64,Pending,235,19
53573,22744,2024-01-19,87.02,Returned,197,6
53574,20780,2024-05-01,122.54,Delivered,229,8
53575,20988,2023-01-18,5.26,Delivered,463,15
53576,23470,2025-03-05,602.53,Delivered,17,10
53577,23168,2021-02-03,154.01,Shipped,192,7
53578,20630,2025-02-28,276.17,Delivered,181,7
53579,23259,2026-06-09,76.44,Returned,186,10
53580,20132,2023-09-12,41.2,Returned,26,10
53581,21932,2024-11-04,267.06,Shipped,237,15
53582,23645,2024-01-13,281.32,Pending,328,6
53583,20116,2024-12-15,41.39,Delivered,225,8
53584,21719,2020-03-01,84.6,Shipped,228,6
53585,20307,2022-07-26,256.02,Shipped,131,5
53586,21280,2022-12-16,644.74,Delivered,127,14
53587,20821,2023-05-07,21.96,Delivered,229,13
53588,21899,2021-03-05,94.54,Delivered,74,11
53589,23021,2022-05-14,1018.94,Delivered,80,16
53590,23504,2025-04-18,47.26,Returned,174,17
53591,20913,2021-04-21,229.95,Delivered,226,17
53592,21950,2022-12-10,37.87,Pending,289,13
53593,21081,2021-06-09,46.94,Pending,75,4
53594,24025,2026-01-19,147.47,Shipped,26,9
53595,20610,2026-01-17,482.94,Cancelled,309,1
53596,20444,2024-06-28,55.1,Delivered,431,5
53597,20684,2023-12-08,259.02,Shipped,113,13
53598,103102,2023-02-08,1608.82,Delivered,47,2
53599,99803,2023-02-02,104.23,Shipped,116,19
53600,21515,2022-02-09,386.67,Delivered,149,11
53601,24194,2020-06-02,142.84,Shipped,488,8
53602,100187,2022-12-31,242.72,Delivered,95,17
53603,24323,2024-06-24,528.3,Cancelled,471,2
53604,20982,2021-10-30,22.75,Delivered,171,7
53605,24269,2021-08-31,230.06,Delivered,117,4
53606,23534,2021-06-22,16.3,Returned,278,8
53607,20158,2023-06-15,1303.87,Delivered,214,7
53608,103143,2021-07-13,485.44,Shipped,208,16
53609,22685,2021-07-31,275.13,Shipped,81,8
53610,23967,2023-12-21,88.98,Delivered,60,19
53611,102465,2023-10-13,186.06,Cancelled,347,10
53612,21594,2022-02-01,91.28,Pending,251,16
53613,24375,2022-06-25,570.04,Delivered,323,3
53614,99549,2020-09-23,224.14,Delivered,64,5
53615,21480,2024-02-15,183.15,Delivered,128,12
53616,24276,2021-02-15,188.52,Returned,178,15
53617,20238,2020-08-28,823.35,Shipped,304,6
53618,21269,2023-01-13,133.74,Delivered,303,9
53619,101425,2024-10-20,256.31,Shipped,392,18
53620,21242,2023-05-11,335.98,Delivered,180,15
53621,102302,2022-07-01,1314.06,Delivered,398,3
53622,102133,2020-10-20,120.83,Cancelled,298,5
53623,103042,2025-04-19,386.01,Delivered,232,11
53624,21482,2025-06-18,403.44,Delivered,423,17
53625,21103,2020-11-17,1561.52,Delivered,304,12
53626,24063,2021-04-22,238.54,Shipped,101,7
53627,22476,2020-07-30,138.39,Delivered,68,16
53628,23400,2021-01-02,184.9,Shipped,448,6
53629,22543,2025-07-31,13.99,Shipped,433,13
53630,21244,2024-09-21,122.38,Delivered,100,19
53631,23202,2024-05-09,673.25,Shipped,290,14
53632,99568,2022-01-31,603.0,Delivered,45,6
53633,100254,2023-06-10,233.28,Delivered,280,15
53634,23512,2022-08-02,46.06,Cancelled,215,2
53635,20369,2020-09-27,32.13,Shipped,339,4
53636,22190,2020-01-30,34.37,Delivered,166,9
53637,24897,2025-12-31,273.12,Delivered,431,1
53638,20619,2021-12-16,49.83,Delivered,177,4
53639,20978,2020-05-20,264.88,Delivered,428,12
53640,99577,2024-09-01,173.13,Shipped,275,12
53641,21952,2024-05-15,2356.64,Delivered,346,18
53642,24672,2026-02-01,568.55,Delivered,158,19
53643,24432,2025-07-24,157.15,Shipped,137,1
53644,24274,2022-04-22,232.78,Delivered,376,10
53645,102158,2024-02-16,111.86,Delivered,373,4
53646,20660,2020-10-30,41.23,Delivered,133,7
53647,22706,2024-09-08,40.92,Delivered,394,6
53648,21410,2024-11-27,72.39,Delivered,111,19
53649,20083,2022-10-13,820.99,Delivered,172,19
53650,20862,2024-03-07,571.19,Delivered,391,17
53651,21410,2020-02-19,796.59,Pending,70,16
53652,23684,2022-12-11,119.82,Delivered,304,6
53653,99055,2025-11-08,406.94,Delivered,69,12
53654,22370,2024-05-16,1289.77,Shipped,143,14
53655,20321,2020-08-10,137.51,Delivered,154,11
53656,21022,2021-01-30,27.7,Delivered,278,1
53657,20239,2022-07-13,40.53,Shipped,236,14
53658,20963,2020-03-17,546.91,Delivered,392,12
53659,100222,2021-10-24,36.64,Shipped,330,18
53660,101269,2026-03-18,86.96,Cancelled,332,17
53661,102978,2022-01-03,100.84,Delivered,414,4
53662,21764,2025-06-11,91.36,Delivered,187,14
53663,24920,2020-10-12,151.3,Pending,99,12
53664,20271,2022-07-01,575.7,Cancelled,222,12
53665,99447,2024-08-21,167.03,Returned,412,10
53666,21037,2023-02-19,157.16,Delivered,277,6
53667,23527,2023-10-17,72.98,Delivered,301,12
53668,24420,2020-04-07,13688.02,Delivered,171,2
53669,24799,2020-12-07,136.32,Delivered,110,15
53670,100599,2022-06-01,476.47,Cancelled,465,17
53671,24402,2026-03-06,118.6,Delivered,344,5
53672,20429,2021-10-03,37.0,Shipped,173,6
53673,24017,2025-02-24,213.37,Shipped,198,18
53674,22425,2026-02-28,44.53,Shipped,422,15
53675,24266,2020-02-18,211.76,Cancelled,241,11
53676,22414,2021-03-10,17.94,Shipped,190,4
53677,22592,2020-09-22,21.84,Delivered,16,2
53678,23065,2021-09-26,198.01,Shipped,143,11
53679,101695,2022-09-21,133.51,Shipped,19,15
53680,23949,2024-01-21,255.52,Delivered,467,11
53681,22343,2022-06-15,60.3,Pending,19,8
53682,24530,2021-04-21,61.52,Delivered,79,10
53683,24063,2020-05-29,47.06,Delivered,233,10
53684,24281,2021-06-21,168.79,Cancelled,71,14
53685,24833,2020-11-07,87.09,Delivered,211,9
53686,23862,2022-05-05,256.52,Cancelled,80,14
53687,101871,2025-05-11,155.31,Delivered,5,15
53688,24109,2020-01-05,179.75,Delivered,104,1
53689,102970,2021-03-07,2347.14,Cancelled,446,15
53690,20100,2026-01-03,339.24,Delivered,434,8
53691,21649,2021-12-28,39.79,Delivered,465,6
53692,21450,2025-10-27,44.71,Shipped,380,18
53693,99404,2025-10-10,367.81,Delivered,188,4
53694,21281,2025-05-05,21.5,Delivered,320,5
53695,102869,2024-12-08,758.67,Cancelled,12,11
53696,103878,2024-05-10,324.26,Shipped,234,14
53697,21845,2022-12-05,144.12,Pending,463,3
53698,22250,2023-09-08,413.95,Returned,63,15
53699,22619,2024-09-06,359.86,Delivered,114,7
53700,23455,2023-11-18,40.13,Delivered,84,10
53701,101918,2024-09-17,428.6,Delivered,73,6
53702,101292,2023-07-04,154.25,Delivered,276,10
53703,24638,2025-03-31,139.86,Delivered,496,5
53704,23161,2025-08-21,69.97,Shipped,36,7
53705,23970,2021-08-20,63.93,Cancelled,384,7
53706,102774,2023-10-08,475.46,Shipped,23,1
53707,20403,2022-09-11,377.38,Delivered,449,1
53708,21846,2025-03-25,26.78,Shipped,306,3
53709,23799,2025-02-03,120.5,Returned,293,1
53710,20306,2025-12-13,1373.77,Delivered,325,17
53711,102853,2025-07-29,20.41,Delivered,425,15
53712,23026,2026-03-09,91.49,Delivered,289,3
53713,23215,2024-03-29,39.18,Delivered,177,17
53714,24897,2020-07-31,382.1,Delivered,174,4
53715,20676,2021-02-23,119.6,Shipped,396,5
53716,100786,2025-03-16,4.88,Delivered,72,5
53717,21052,2025-11-24,268.94,Cancelled,25,12
53718,22740,2021-03-25,44.89,Shipped,491,15
53719,24113,2024-01-23,19.58,Cancelled,491,2
53720,24420,2020-12-23,1875.56,Delivered,331,12
53721,20903,2023-02-04,62.4,Shipped,225,6
53722,101540,2025-01-19,443.84,Delivered,315,18
53723,24685,2026-05-03,213.89,Shipped,462,9
53724,24013,2024-08-10,40.37,Delivered,357,2
53725,22015,2025-04-04,132.35,Delivered,91,17
53726,22020,2025-06-22,9916.92,Pending,23,11
53727,22107,2026-05-06,15.37,Delivered,312,12
53728,99097,2023-07-29,2055.12,Pending,339,6
53729,22527,2024-01-31,180.51,Returned,269,10
53730,21443,2024-03-09,40.1,Delivered,192,17
53731,20848,2025-01-02,84.28,Pending,261,17
53732,23796,2021-04-03,340.49,Delivered,303,8
53733,20041,2020-04-07,826.83,Delivered,283,13
53734,101614,2026-06-10,30.88,Delivered,102,6
53735,21453,2022-08-13,494.23,Delivered,301,14
53736,22911,2026-03-14,531.88,Delivered,463,17
53737,20612,2026-03-14,159.76,Delivered,113,9
53738,24064,2023-03-25,65.85,Delivered,303,1
53739,20364,2024-01-11,123.41,Delivered,396,2
53740,24067,2023-08-14,59.92,Delivered,426,6
53741,22761,2022-07-23,234.01,Shipped,75,10
53742,20621,2022-03-09,291.7,Delivered,31,1
53743,101553,2026-04-08,161.17,Returned,302,4
53744,22347,2021-03-02,616.77,Delivered,452,10
53745,24838,2023-02-23,95.52,Pending,274,12
53746,21273,2021-07-19,973.53,Shipped,143,17
53747,101848,2023-02-20,13.03,Delivered,35,12
53748,22323,2021-12-04,439.49,Shipped,294,9
53749,20175,2025-05-03,207.81,Delivered,324,7
53750,24889,2024-09-04,79.72,Delivered,130,4
53751,21182,2024-05-01,78.02,Delivered,167,12
53752,23396,2024-01-20,45.93,Delivered,115,6
53753,21592,2021-12-15,494.72,Delivered,64,17
53754,23372,2024-04-12,855.68,Shipped,204,17
53755,23556,2025-12-31,527.84,Delivered,465,16
53756,103311,2021-04-23,419.41,Delivered,31,16
53757,21413,2024-01-21,152.09,Shipped,310,11
53758,20145,2023-07-14,187.39,Delivered,312,18
53759,24523,2025-06-07,201.49,Delivered,381,4
53760,21973,2023-05-02,15.16,Delivered,365,18
53761,21797,2020-04-30,63.55,Returned,411,11
53762,20125,2025-09-03,100.63,Delivered,356,17
53763,24303,2023-04-16,220.09,Delivered,428,13
53764,20464,2024-08-23,843.7,Shipped,406,4
53765,24193,2021-12-19,12.05,Shipped,480,17
53766,23154,2020-01-22,32.71,Delivered,180,11
53767,102901,2021-09-08,791.93,Shipped,1,16
53768,23187,2022-10-17,1850.18,Shipped,29,2
53769,102578,2024-07-17,96.27,Delivered,495,8
53770,20631,2023-09-17,512.4,Cancelled,389,13
53771,99829,2021-01-25,193.07,Delivered,438,18
53772,21894,2026-01-28,383.39,Delivered,26,6
53773,20590,2026-06-06,195.18,Cancelled,57,5
53774,103715,2022-09-08,5689.8,Shipped,401,14
53775,22472,2025-07-16,539.62,Delivered,284,8
53776,24010,2026-05-13,829.11,Delivered,163,4
53777,103103,2020-04-26,70.17,Delivered,465,1
53778,101887,2020-02-18,218.05,Delivered,75,13
53779,23830,2020-12-25,73.42,Cancelled,269,11
53780,23743,2023-07-30,848.21,Delivered,429,7
53781,22903,2022-01-21,420.8,Delivered,436,9
53782,102466,2025-03-06,304.82,Delivered,336,14
53783,21179,2025-04-24,34.66,Delivered,429,2
53784,22876,2022-02-27,79.52,Delivered,484,19
53785,20026,2021-11-18,27.66,Shipped,47,18
53786,24956,2021-04-15,85.41,Delivered,461,19
53787,20162,2026-04-05,129.23,Cancelled,475,14
53788,101750,2024-02-14,73.29,Cancelled,124,17
53789,24908,2020-09-05,30.09,Delivered,133,4
53790,24036,2021-01-25,293.09,Delivered,31,3
53791,103439,2021-11-16,378.26,Delivered,182,1
53792,24140,2024-07-04,322.5,Delivered,128,19
53793,23340,2025-08-11,124.66,Pending,51,10
53794,21999,2023-07-15,25.47,Delivered,67,4
53795,21172,2025-11-13,106.14,Cancelled,422,14
53796,22217,2022-06-21,554.41,Shipped,428,7
53797,22301,2023-01-31,237.08,Delivered,447,6
53798,22776,2022-12-11,494.38,Delivered,440,10
53799,22257,2020-07-09,415.22,Delivered,172,4
53800,24336,2021-08-13,127.99,Shipped,150,13
53801,100287,2025-07-15,188.86,Cancelled,300,11
53802,103773,2023-12-23,118.47,Delivered,352,7
53803,99343,2025-07-24,484.9,Delivered,258,8
53804,20286,2022-09-06,90.57,Delivered,70,13
53805,21862,2021-08-03,10.89,Delivered,461,7
53806,20519,2024-11-20,105.36,Delivered,38,11
53807,20422,2025-06-23,124.63,Delivered,209,1
53808,21884,2023-08-11,1373.49,Delivered,88,19
53809,21159,2023-04-07,5221.31,Delivered,489,17
53810,20581,2021-05-14,156.77,Delivered,370,4
53811,22400,2021-09-24,1382.29,Delivered,358,3
53812,24170,2020-11-28,21.04,Cancelled,175,18
53813,22839,2025-05-06,49.96,Delivered,334,3
53814,23593,2021-06-27,3.57,Shipped,472,13
53815,100621,2026-01-06,422.8,Pending,143,13
53816,21112,2020-01-26,450.8,Delivered,60,14
53817,20527,2026-05-03,34.22,Shipped,390,10
53818,20304,2026-06-06,404.63,Delivered,168,2
53819,24353,2025-10-09,280.28,Delivered,38,5
53820,22050,2020-07-15,234.91,Shipped,71,14
53821,24755,2026-05-10,125.67,Shipped,320,5
53822,23287,2022-08-16,317.06,Delivered,72,12
53823,23017,2026-04-19,720.67,Delivered,346,10
53824,24629,2021-09-18,124.42,Cancelled,332,16
53825,22524,2026-05-23,459.16,Delivered,366,1
53826,21231,2024-05-27,75.81,Delivered,273,14
53827,22274,2025-08-03,101.83,Shipped,466,18
53828,23219,2025-10-15,588.2,Delivered,171,5
53829,20296,2021-01-05,69.41,Returned,495,15
53830,100374,2023-05-30,8.78,Delivered,226,1
53831,21477,2022-08-01,1693.79,Returned,250,16
53832,102036,2021-07-02,232.5,Shipped,46,15
53833,22592,2024-08-24,77.49,Cancelled,68,12
53834,20431,2021-10-21,128.96,Cancelled,456,7
53835,20960,2024-06-02,199.14,Delivered,477,9
53836,24523,2021-06-12,210.96,Shipped,187,4
53837,23552,2024-11-06,168.43,Delivered,133,10
53838,21870,2020-04-09,157.92,Delivered,36,12
53839,20599,2024-02-16,58.91,Cancelled,391,15
53840,99782,2020-02-21,74.97,Cancelled,350,3
53841,100743,2022-06-29,68.95,Pending,100,13
53842,20409,2026-04-02,60.81,Delivered,328,18
53843,21017,2021-11-18,68.59,Pending,284,14
53844,100683,2025-05-20,2298.35,Pending,239,14
53845,22645,2022-04-04,444.73,Delivered,392,3
53846,20814,2020-01-05,5768.91,Delivered,195,13
53847,20149,2024-04-07,148.97,Pending,402,3
53848,21148,2024-02-16,772.05,Delivered,127,2
53849,21465,2020-08-08,20.44,Delivered,13,2
53850,103363,2022-12-13,2062.6,Shipped,113,10
53851,24973,2023-10-18,58.39,Delivered,411,19
53852,22394,2021-05-27,54.39,Delivered,466,6
53853,99582,2020-10-15,1657.46,Delivered,494,15
53854,23552,2023-09-03,153.77,Shipped,453,2
53855,20675,2022-01-25,22.86,Delivered,100,5
53856,101655,2023-02-05,6974.15,Delivered,407,15
53857,20181,2025-02-17,46.59,Pending,277,6
53858,24294,2022-08-27,97.36,Delivered,367,12
53859,20156,2020-12-06,205.48,Delivered,27,6
53860,99644,2024-04-23,259.87,Delivered,344,16
53861,100322,2026-06-29,207.31,Delivered,362,6
53862,21723,2022-06-28,8.32,Delivered,489,2
53863,23681,2020-01-04,25.72,Delivered,405,12
53864,20145,2024-05-14,332.05,Shipped,422,18
53865,22640,2020-04-13,29.78,Delivered,7,8
53866,24391,2021-07-14,27.26,Shipped,346,6
53867,20484,2021-05-20,133.73,Delivered,482,18
53868,21118,2024-04-22,2268.14,Returned,429,18
53869,22836,2026-06-04,157.18,Delivered,348,6
53870,22160,2026-04-12,402.34,Delivered,257,6
53871,22487,2024-06-20,1697.0,Delivered,379,10
53872,23239,2020-07-17,645.24,Delivered,471,7
53873,24666,2026-05-08,60.42,Pending,446,6
53874,21688,2021-09-28,262.42,Returned,176,17
53875,20780,2025-09-11,6037.45,Delivered,250,14
53876,20903,2021-09-03,126.01,Cancelled,315,12
53877,100843,2024-09-09,97.79,Cancelled,106,7
53878,22488,2023-09-02,139.94,Delivered,457,13
53879,20752,2022-07-10,135.32,Shipped,308,3
53880,100441,2022-01-18,199.06,Shipped,476,19
53881,24530,2020-01-25,353.66,Delivered,438,13
53882,24342,2025-01-26,114.95,Delivered,147,15
53883,20395,2022-01-22,1201.52,Delivered,371,15
53884,102132,2022-07-15,134.21,Shipped,397,17
53885,102237,2024-02-03,174.77,Delivered,196,9
53886,21440,2022-02-01,93.92,Returned,235,7
53887,24605,2024-01-21,4.51,Delivered,369,13
53888,22404,2025-07-05,516.2,Shipped,410,7
53889,101209,2020-04-07,41.04,Shipped,84,6
53890,22316,2020-08-19,118.35,Delivered,306,8
53891,103625,2024-05-24,21.22,Delivered,349,11
53892,99477,2023-07-25,150.64,Cancelled,360,18
53893,22595,2025-08-20,251.88,Shipped,169,6
53894,99797,2026-06-09,71.1,Pending,159,9
53895,24723,2021-03-04,106.33,Cancelled,12,15
53896,20942,2023-10-09,287.08,Delivered,482,2
53897,100668,2020-07-15,76.66,Delivered,319,5
53898,22576,2026-03-31,242.33,Delivered,290,14
53899,21022,2023-09-11,107.2,Delivered,111,14
53900,24922,2025-10-21,325.79,Delivered,280,10
53901,102062,2023-09-08,36.2,Delivered,266,17
53902,99436,2025-11-29,51.53,Delivered,55,12
53903,100698,2026-03-07,5232.97,Delivered,322,7
53904,24668,2021-01-10,113.44,Delivered,221,4
53905,101451,2025-09-23,30.53,Pending,25,8
53906,101000,2024-09-14,20.2,Delivered,145,11
53907,103435,2020-10-09,291.82,Delivered,303,15
53908,21825,2021-02-11,130.14,Shipped,210,7
53909,23607,2023-05-02,232.1,Shipped,374,1
53910,103283,2025-09-14,138.88,Delivered,66,16
53911,20471,2023-08-07,47.93,Delivered,479,17
53912,22168,2022-08-02,685.43,Delivered,58,15
53913,21669,2022-01-04,148.4,Shipped,317,16
53914,22362,2024-01-29,986.49,Delivered,52,1
53915,24416,2026-01-16,4450.52,Delivered,178,5
53916,99141,2026-02-02,1452.66,Delivered,134,19
53917,23639,2022-12-15,1337.42,Delivered,409,17
53918,103132,2020-02-18,135.53,Delivered,126,18
53919,22744,2020-02-14,52.62,Shipped,363,3
53920,99729,2021-09-27,1112.54,Delivered,233,6
53921,100600,2020-10-01,1792.86,Delivered,389,6
53922,22392,2021-06-03,193.07,Shipped,81,5
53923,24700,2022-02-14,156.59,Delivered,143,7
53924,22137,2025-11-22,141.94,Delivered,201,2
53925,22568,2021-03-28,129.75,Delivered,78,2
53926,21366,2021-09-04,133.32,Delivered,339,16
53927,100605,2021-10-30,475.8,Delivered,357,1
53928,101271,2024-08-08,305.59,Cancelled,433,6
53929,23974,2021-01-15,264.08,Cancelled,396,11
53930,21829,2025-09-25,68.82,Delivered,318,2
53931,22916,2025-05-15,40.17,Delivered,53,5
53932,21589,2021-09-23,130.34,Cancelled,490,2
53933,23431,2024-04-18,68.94,Shipped,130,17
53934,103924,2021-01-30,300.45,Cancelled,89,2
53935,99942,2022-11-11,241.12,Delivered,66,16
53936,20998,2021-12-11,7.59,Pending,56,18
53937,23851,2023-08-27,291.91,Pending,165,11
53938,24578,2025-11-27,11.67,Shipped,77,10
53939,22631,2021-10-07,449.73,Delivered,92,2
53940,23006,2023-01-01,1143.33,Cancelled,273,1
53941,23550,2024-09-06,1174.28,Cancelled,334,6
53942,21459,2020-01-12,152.78,Delivered,481,18
53943,102580,2021-02-02,98.12,Cancelled,231,13
53944,102071,2021-09-22,30.45,Delivered,204,5
53945,22350,2026-03-12,35.74,Shipped,15,8
53946,20503,2020-01-22,1084.09,Pending,206,7
53947,22904,2022-05-26,80.32,Delivered,292,8
53948,23667,2023-09-20,126.35,Shipped,234,18
53949,20334,2023-02-20,1421.75,Delivered,439,6
53950,103333,2023-04-07,2041.61,Shipped,245,6
53951,100585,2023-01-01,7.25,Delivered,147,18
53952,21739,2020-06-11,515.31,Delivered,216,13
53953,24767,2020-11-09,156.64,Returned,257,4
53954,22324,2020-09-09,56.04,Delivered,447,9
53955,22407,2023-04-11,865.37,Cancelled,499,8
53956,21821,2021-08-19,209.53,Shipped,187,6
53957,103330,2024-07-27,38.82,Delivered,42,9
53958,24051,2024-11-25,588.77,Delivered,315,9
53959,22193,2026-03-12,25.36,Shipped,23,4
53960,20070,2020-07-13,607.41,Shipped,113,10
53961,23189,2023-09-29,291.24,Delivered,383,3
53962,24619,2025-06-22,97.32,Delivered,452,19
53963,102600,2023-12-23,41.92,Delivered,258,16
53964,99430,2023-08-11,726.23,Shipped,478,6
53965,21087,2021-11-16,100.41,Delivered,235,5
53966,23353,2021-12-10,196.93,Returned,452,16
53967,21497,2023-03-26,14.23,Delivered,445,17
53968,20618,2020-09-28,419.65,Shipped,236,4
53969,24536,2024-07-26,279.73,Delivered,378,17
53970,100019,2023-04-28,83.52,Delivered,73,19
53971,20794,2025-10-24,63.95,Returned,291,10
53972,20341,2025-02-01,5873.29,Delivered,139,16
53973,22674,2025-04-20,851.09,Cancelled,303,4
53974,99613,2024-10-08,321.3,Shipped,388,3
53975,102777,2021-07-18,436.9,Shipped,179,15
53976,20664,2020-06-27,243.84,Delivered,322,7
53977,24955,2023-04-07,25.18,Cancelled,494,13
53978,24961,2022-08-14,494.46,Shipped,174,13
53979,22792,2026-01-17,78.93,Shipped,87,5
53980,22122,2023-03-31,40.72,Delivered,387,9
53981,21779,2021-08-04,546.32,Delivered,359,13
53982,100528,2024-02-01,80.14,Delivered,411,15
53983,24876,2022-06-26,411.86,Delivered,62,6
53984,21351,2020-06-14,43.86,Delivered,298,1
53985,22129,2021-11-02,543.02,Delivered,233,9
53986,22719,2021-12-22,139.88,Returned,26,8
53987,22933,2023-04-03,197.26,Pending,442,8
53988,22832,2026-01-14,390.71,Delivered,194,13
53989,20844,2023-01-13,59.98,Delivered,332,10
53990,103504,2021-02-05,555.77,Delivered,337,18
53991,24224,2025-12-21,521.33,Delivered,352,4
53992,23435,2024-11-09,690.4,Delivered,359,12
53993,23238,2023-04-16,56.19,Delivered,231,13
53994,24334,2022-07-13,33.96,Shipped,172,13
53995,100719,2020-08-24,176.97,Cancelled,60,4
53996,22101,2024-01-24,110.49,Delivered,311,6
53997,21859,2025-05-21,496.6,Shipped,420,3
53998,23315,2024-04-04,394.81,Delivered,333,19
53999,22713,2021-10-24,95.62,Shipped,98,3
54000,103458,2023-10-04,1991.36,Cancelled,395,9
54001,20305,2023-06-06,726.29,Shipped,140,7
54002,22476,2023-03-08,32.02,Shipped,102,5
54003,20857,2020-08-29,56.78,Returned,141,12
54004,22105,2022-07-27,3875.21,Shipped,194,9
54005,24436,2020-01-31,39.84,Shipped,332,4
54006,20865,2025-07-20,667.02,Cancelled,46,9
54007,24405,2020-10-07,256.06,Shipped,255,8
54008,23355,2024-01-16,236.47,Delivered,212,2
54009,23923,2025-01-01,3312.69,Shipped,378,19
54010,22487,2025-07-17,190.56,Delivered,493,9
54011,24402,2021-09-14,27.35,Delivered,46,5
54012,21883,2021-04-15,36.75,Delivered,5,7
54013,20802,2026-03-20,513.22,Delivered,269,14
54014,21299,2022-08-17,1419.62,Pending,41,6
54015,23306,2021-08-14,60.64,Delivered,300,3
54016,102439,2022-03-31,1491.4,Shipped,325,11
54017,22937,2020-02-26,237.38,Pending,66,4
54018,21411,2025-08-18,211.76,Pending,417,3
54019,100426,2021-04-13,5.94,Cancelled,346,7
54020,21297,2025-11-06,8.51,Returned,142,13
54021,24918,2023-04-30,110.21,Shipped,178,3
54022,21701,2023-04-08,386.25,Delivered,177,9
54023,99651,2021-11-09,943.07,Delivered,64,16
54024,23475,2022-07-05,120.89,Pending,110,6
54025,20458,2025-07-20,75.63,Delivered,296,2
54026,100798,2025-03-11,117.08,Shipped,460,7
54027,20246,2023-03-23,144.37,Delivered,474,4
54028,100439,2022-11-22,662.74,Delivered,358,19
54029,24052,2020-08-27,159.33,Delivered,193,4
54030,21502,2024-07-23,82.7,Delivered,222,9
54031,22239,2026-02-14,98.31,Delivered,492,16
54032,24391,2025-07-12,57.6,Delivered,64,13
54033,21581,2022-01-19,177.86,Delivered,244,16
54034,23279,2025-05-02,28.17,Delivered,254,13
54035,23304,2024-11-14,466.46,Delivered,262,10
54036,22108,2026-01-11,175.44,Shipped,376,2
54037,21421,2022-09-19,148.51,Delivered,51,7
54038,21883,2022-09-19,34.31,Delivered,475,5
54039,22975,2024-04-20,13.37,Delivered,16,5
54040,102790,2025-08-05,797.23,Pending,113,12
54041,22467,2024-10-16,10.21,Delivered,202,6
54042,102938,2023-05-07,107.11,Delivered,45,2
54043,24306,2020-04-27,91.74,Shipped,490,17
54044,22374,2020-05-18,230.76,Delivered,169,10
54045,22886,2023-05-26,69.12,Delivered,296,13
54046,101784,2020-07-22,25.27,Delivered,352,16
54047,22802,2025-09-22,17.5,Returned,440,18
54048,20327,2025-11-01,3735.75,Delivered,177,5
54049,101833,2020-05-20,47.45,Delivered,291,8
54050,101515,2022-03-06,115.88,Delivered,312,18
54051,23704,2023-01-17,122.03,Shipped,446,6
54052,24056,2023-07-04,554.36,Pending,292,4
54053,20389,2021-07-10,250.85,Delivered,373,16
54054,21874,2021-02-05,122.55,Cancelled,310,6
54055,22426,2023-11-11,44.24,Delivered,152,4
54056,23017,2020-12-12,928.74,Delivered,331,4
54057,24054,2023-12-05,95.32,Delivered,164,2
54058,21633,2021-05-13,71.01,Delivered,462,1
54059,22231,2025-06-17,94.99,Delivered,20,4
54060,101071,2026-02-03,51.19,Delivered,304,4
