customer_id,age,revenue,transactions_count,signup_date,customer_segment,country,flag_churn
2270,71,688.87,66,2022-04-17,B2B,Australia,0
2271,79,1903.5,185,2023-05-19,Enterprise,UK,1
2272,63,1619.4,117,2022-05-15,B2B,Japan,0
2273,36,1722.38,36,2021-07-16,Enterprise,UK,0
2274,33,3814.33,93,2022-11-12,Enterprise,Germany,0
2275,20,1272.97,74,2023-03-31,B2B,Japan,1
2276,30,3703.41,13,2023-09-05,Enterprise,Canada,0
2277,73,10199.86,121,2021-05-06,B2B,Singapore,0
2278,66,138.64,83,2020-02-01,Enterprise,UAE,1
2279,68,696.98,172,2025-07-30,B2B,Australia,1
2280,78,303.95,62,2024-10-29,B2C,Australia,1
2281,54,627.38,196,2021-12-20,Enterprise,Germany,0
2282,70,4421.71,175,2021-06-13,SMB,Singapore,1
2283,65,3084.39,158,2024-04-06,B2C,Australia,0
2284,47,926.17,163,2025-12-21,B2C,Germany,0
2285,31,1011.49,51,2022-07-31,B2B,India,0
2286,73,364.42,53,2025-08-11,Enterprise,Australia,1
2287,71,2332.3,138,2026-04-07,Enterprise,UK,1
2288,68,381.66,171,2023-12-21,SMB,UK,1
2289,69,1286.23,103,2020-10-22,B2B,Canada,0
2290,53,354.76,1,2024-06-14,B2B,UAE,0
2291,23,349.16,2,2020-06-22,B2B,Canada,0
2292,49,1902.73,101,2024-11-21,Enterprise,France,0
2293,58,478.93,133,2020-03-17,B2C,India,1
2294,57,861.36,160,2025-02-26,B2C,UAE,0
2295,49,456.95,109,2020-11-14,SMB,USA,0
2296,29,923.91,95,2023-07-06,B2C,Canada,0
2297,60,692.92,39,2026-06-16,B2B,UK,0
2298,56,835.03,156,2024-10-24,SMB,Australia,0
2299,42,921.03,71,2026-06-06,SMB,Germany,0
2300,42,2823.66,51,2024-07-14,SMB,Australia,1
2301,71,374.63,116,2024-09-06,B2B,Australia,0
2302,74,9318.92,130,2023-03-31,B2B,UK,0
2303,25,436.25,75,2021-04-16,SMB,India,0
2304,59,340.69,48,2024-07-17,SMB,France,0
2305,52,558.85,27,2020-03-26,Enterprise,UK,0
2306,23,1206.98,176,2023-08-23,B2C,Germany,0
2307,60,245.33,64,2021-12-04,B2B,Singapore,0
2308,21,2008.48,198,2025-02-27,B2C,UK,0
2309,61,568.09,177,2024-01-22,Enterprise,USA,1
2310,52,65.27,137,2020-12-26,B2B,Canada,0
2311,43,1809.85,33,2024-11-23,B2B,UAE,0
2312,48,472.79,23,2021-03-09,SMB,UAE,1
2313,38,388.33,93,2022-09-23,B2B,Singapore,0
2314,41,1411.5,104,2024-11-19,SMB,France,1
2315,72,601.81,126,2024-06-28,SMB,Singapore,0
2316,27,297.13,70,2025-11-16,B2C,UAE,0
2317,24,382.55,188,2020-11-18,SMB,UAE,0
2318,43,183.51,145,2024-06-09,Enterprise,Canada,0
2319,45,778.77,130,2023-06-24,SMB,UK,1
2320,19,1446.44,39,2023-10-22,B2C,Germany,1
2321,77,4147.4,14,2022-06-26,Enterprise,UAE,1
2322,61,145.67,80,2023-09-26,B2B,USA,0
2323,31,859.65,165,2021-11-19,B2B,UK,0
2324,24,450.5,88,2020-11-08,Enterprise,Australia,0
2325,34,1045.07,68,2025-09-21,B2B,USA,0
2326,32,708.9,29,2021-04-12,SMB,UK,1
2327,39,196.42,110,2025-12-13,B2B,Japan,0
2328,49,440.57,19,2025-09-19,B2C,UK,0
2329,43,898.0,146,2022-03-05,B2B,Canada,0
2330,40,508.13,159,2023-12-02,Enterprise,France,0
2331,43,107.64,140,2023-12-09,Enterprise,Australia,0
2332,67,472.04,160,2021-08-27,Enterprise,USA,0
2333,73,1320.76,68,2022-08-25,Enterprise,USA,0
2334,41,1532.35,151,2021-02-25,Enterprise,USA,0
2335,39,1732.67,186,2021-08-22,Enterprise,France,0
2336,72,604.65,141,2022-11-14,Enterprise,USA,1
2337,44,375.29,122,2022-03-19,Enterprise,UAE,0
2338,38,973.69,145,2021-12-11,SMB,UAE,1
2339,54,568.19,22,2021-09-18,B2C,France,1
2340,60,170.26,73,2020-11-04,B2C,Germany,0
2341,25,249.01,6,2021-12-26,Enterprise,UK,0
2342,31,1221.33,73,2025-07-16,SMB,UAE,0
2343,79,519.1,66,2025-03-15,SMB,Japan,1
2344,19,240.63,59,2026-04-28,B2B,UK,0
2345,69,295.72,62,2025-01-12,Enterprise,Australia,0
2346,24,990.36,136,2026-05-01,SMB,Germany,0
2347,44,104.86,176,2023-08-16,SMB,UK,0
2348,25,618.38,106,2023-07-18,Enterprise,France,0
2349,21,1059.47,9,2021-09-10,Enterprise,Japan,0
2350,76,1736.46,99,2024-12-06,B2C,Japan,0
2351,27,685.52,149,2020-10-06,B2B,France,0
2352,63,99.71,38,2025-04-04,B2B,Japan,0
2353,71,1146.08,107,2024-12-16,B2C,Singapore,0
2354,64,973.21,169,2023-05-25,B2C,Canada,0
2355,27,2848.05,3,2023-01-30,B2C,France,0
2356,33,3035.25,24,2020-08-18,B2B,Singapore,0
2357,20,700.14,28,2023-12-12,SMB,USA,0
2358,40,255.7,126,2025-09-09,Enterprise,USA,1
2359,19,1168.89,61,2020-10-30,Enterprise,Australia,0
2360,18,1762.13,55,2023-06-25,B2B,UAE,0
2361,28,724.06,42,2025-03-06,B2B,UAE,0
2362,65,548.72,73,2025-01-25,Enterprise,UAE,1
2363,75,3480.15,4,2020-06-03,Enterprise,India,1
2364,61,277.04,91,2020-08-21,B2B,USA,0
2365,54,416.83,131,2024-02-19,SMB,France,0
2366,78,1039.79,73,2023-03-21,B2C,Singapore,1
2367,75,515.26,190,2020-11-10,B2C,France,0
2368,37,906.73,175,2021-01-04,Enterprise,Australia,0
2369,77,1786.97,94,2025-09-07,SMB,Japan,0
2370,38,207.52,163,2024-04-23,B2B,India,0
2371,79,390.34,62,2025-03-10,B2B,USA,0
2372,47,3404.89,189,2026-03-20,SMB,Australia,0
2373,42,849.89,143,2020-06-17,B2B,France,0
2374,64,613.74,75,2025-01-16,B2B,France,0
2375,34,417.84,180,2026-05-30,Enterprise,Japan,0
2376,57,1470.7,64,2022-02-10,B2C,Australia,0
2377,68,284.05,103,2023-08-09,B2C,France,0
2378,40,1687.07,184,2025-05-02,Enterprise,USA,0
2379,36,407.66,159,2025-08-15,Enterprise,UK,0
2380,61,279.81,2,2021-09-09,Enterprise,Germany,1
2381,38,202.11,71,2020-09-10,Enterprise,UAE,0
2382,24,616.76,61,2025-01-19,Enterprise,Japan,0
2383,23,678.47,185,2021-02-27,B2C,UK,0
2384,19,263.2,100,2023-11-07,B2B,Australia,0
2385,200,329.98,9,2020-12-11,B2C,France,0
2386,58,89.28,90,2025-08-28,B2C,Germany,0
2387,77,452.49,180,2021-12-07,SMB,Canada,1
2388,28,7873.19,10,2020-06-09,B2B,Canada,0
2389,77,76.72,31,2022-10-11,Enterprise,France,1
2390,39,932.67,106,2024-11-28,SMB,USA,0
2391,67,985.29,143,2024-12-04,B2B,Japan,1
2392,76,435.04,17,2025-11-16,SMB,Canada,0
2393,65,765.77,27,2025-11-11,Enterprise,Australia,1
2394,70,317.96,182,2021-10-12,SMB,Japan,1
2395,59,332.15,189,2024-01-30,SMB,USA,1
2396,65,1205.76,142,2024-03-07,B2C,Canada,0
2397,26,56.99,72,2023-03-04,Enterprise,Germany,0
2398,37,420.3,178,2024-05-05,Enterprise,Japan,1
2399,19,922.5,92,2024-08-01,B2C,Singapore,0
2400,67,519.07,30,2023-10-17,B2C,India,0
2401,33,2105.69,169,2020-08-02,B2B,Japan,1
2402,43,738.42,12,2023-10-02,Enterprise,Germany,0
2403,69,810.35,83,2020-09-26,SMB,USA,1
2404,40,949.83,182,2023-09-12,SMB,Canada,0
2405,31,261.59,46,2021-01-22,B2B,Germany,0
2406,79,1082.74,197,2026-04-04,Enterprise,Singapore,0
2407,38,3732.38,76,2024-05-02,B2B,Singapore,0
2408,40,97.97,70,2023-03-09,B2C,India,0
2409,29,251.32,5,2022-10-29,SMB,Australia,0
2410,21,980.57,88,2021-09-07,SMB,UAE,0
2411,34,509.43,105,2023-09-27,B2C,UAE,0
2412,48,605.99,146,2020-11-29,B2C,UAE,1
2413,45,817.47,153,2021-08-02,B2C,USA,0
2414,69,190.55,186,2023-12-03,B2B,Japan,0
2415,70,305.76,184,2023-06-24,SMB,Japan,0
2416,71,878.28,28,2024-05-24,B2B,Germany,0
2417,69,375.44,177,2021-06-12,SMB,France,0
2418,56,161.22,87,2020-12-13,B2C,Japan,0
2419,77,398.08,65,2023-06-22,B2B,UK,0
2420,53,829.09,83,2026-04-08,SMB,Germany,0
2421,64,3513.11,38,2024-03-22,SMB,USA,0
2422,31,464.37,97,2023-09-07,B2B,Canada,0
2423,69,767.34,101,2021-06-07,SMB,UAE,0
2424,71,215.79,198,2025-11-26,B2B,Australia,0
2425,48,83.52,34,2021-01-17,B2B,Singapore,0
2426,50,215.89,151,2024-09-30,B2C,Singapore,1
2427,26,568.04,91,2025-09-13,Enterprise,UK,0
2428,39,1281.27,142,2024-01-22,B2C,Singapore,0
2429,53,329.05,38,2020-03-15,B2C,France,0
2430,47,610.6,78,2024-01-25,B2C,France,0
2431,69,985.85,45,2023-06-19,B2B,India,0
2432,26,70.7,61,2022-01-08,B2B,UK,0
2433,26,1469.56,137,2022-05-27,B2C,France,0
2434,71,283.23,89,2023-10-31,B2B,UK,0
2435,29,1253.96,130,2025-06-14,B2C,India,0
2436,45,1206.81,9,2022-02-25,SMB,Australia,0
2437,33,2202.86,178,2022-07-16,B2C,France,0
2438,54,863.83,173,2021-07-17,SMB,Canada,0
2439,66,1002.31,35,2021-09-26,Enterprise,Japan,0
2440,74,2348.49,124,2020-11-12,SMB,Australia,0
2441,23,259.42,62,2023-04-26,B2B,Singapore,0
2442,26,809.36,93,2021-02-18,B2C,UK,0
2443,60,659.64,185,2025-09-10,SMB,Singapore,0
2444,51,2764.74,100,2026-01-19,B2C,UAE,0
2445,0,385.86,46,2025-11-26,SMB,Australia,0
2446,73,1718.64,197,2020-06-03,B2B,Canada,0
2447,24,670.56,81,2023-10-11,B2B,USA,0
2448,49,345.36,98,2021-06-20,B2B,UK,0
2449,66,2154.11,114,2024-03-23,Enterprise,France,0
2450,60,487.42,75,2021-09-23,SMB,UAE,1
2451,71,313.34,158,2021-10-26,B2C,USA,0
2452,41,281.6,50,2022-01-10,B2B,Australia,0
2453,47,1760.82,93,2021-11-09,SMB,Germany,0
2454,59,919.69,15,2024-11-27,B2C,UAE,0
2455,43,270.77,36,2020-06-27,Enterprise,India,0
2456,50,791.48,167,2024-08-09,SMB,UK,0
2457,43,708.6,188,2024-02-01,B2C,Germany,0
2458,36,1435.31,155,2022-08-30,SMB,Canada,0
2459,18,2255.34,54,2024-12-24,SMB,Singapore,0
2460,69,311.78,2,2023-03-13,SMB,USA,0
2461,37,219.21,70,2025-01-12,B2B,Japan,0
2462,55,1990.45,4,2022-08-16,SMB,India,0
2463,65,718.73,47,2025-12-27,SMB,France,0
2464,29,1089.84,95,2022-09-06,B2C,USA,0
2465,76,475.2,176,2023-06-21,SMB,India,0
2466,60,478.74,185,2025-04-05,Enterprise,USA,1
2467,39,213.12,65,2022-03-05,B2B,India,0
2468,67,1806.12,186,2024-02-15,B2B,UAE,0
2469,72,733.13,118,2026-05-25,SMB,France,1
2470,24,1437.09,179,2024-12-09,SMB,Canada,0
2471,39,1138.42,47,2025-03-06,B2C,India,0
2472,44,432.49,77,2023-02-28,Enterprise,UAE,0
2473,31,1462.78,70,2024-04-13,SMB,Singapore,0
2474,74,1029.56,162,2025-08-21,B2B,Japan,0
2475,30,1141.64,165,2025-11-30,B2B,UK,0
2476,37,149.34,183,2024-09-10,SMB,Germany,0
2477,25,82.53,96,2021-10-25,B2C,Germany,1
2478,63,127.21,44,2022-03-28,SMB,India,0
2479,35,4435.55,116,2021-07-20,SMB,UK,0
2480,75,398.45,68,2022-10-21,B2C,Germany,0
2481,21,230.96,171,2020-08-01,SMB,Germany,1
2482,40,-1000.0,76,2025-05-22,Enterprise,UK,0
2483,40,1071.62,138,2024-02-29,B2C,UAE,0
2484,21,278.57,194,2026-03-21,B2C,Australia,0
2485,58,114.1,88,2021-02-24,Enterprise,Germany,0
2486,19,728.36,16,2025-10-14,B2B,USA,0
2487,63,372.02,35,2021-05-25,Enterprise,UAE,0
2488,61,1274.48,40,2023-03-13,SMB,France,0
2489,39,2193.14,72,2020-12-09,SMB,UK,0
2490,68,1573.69,93,2021-10-18,Enterprise,USA,1
2491,67,416.91,190,2023-01-22,B2C,India,1
2492,76,602.83,34,2025-01-14,B2B,Canada,0
2493,61,1808.45,126,2025-10-03,B2B,India,1
2494,18,371.46,170,2021-08-26,Enterprise,USA,0
2495,27,557.51,4,2024-11-26,Enterprise,France,1
2496,73,5163.89,191,2021-01-10,B2B,Canada,0
2497,51,259.55,23,2022-06-28,SMB,UK,0
2498,48,1341.77,139,2025-01-21,Enterprise,Singapore,0
2499,31,698.19,23,2023-12-02,SMB,Germany,0
2500,69,581.92,189,2020-04-19,SMB,Germany,1
2501,65,642.53,69,2024-08-26,B2C,Germany,0
2502,36,110.09,180,2020-08-06,Enterprise,India,0
2503,63,1251.66,61,2024-06-11,B2C,Singapore,0
2504,46,293.39,5,2025-08-18,SMB,Japan,0
2505,73,712.67,17,2024-03-11,SMB,Germany,0
2506,63,370.0,87,2022-08-23,B2C,Singapore,1
2507,72,477.75,34,2024-04-30,B2B,UK,0
2508,53,340.46,94,2020-11-30,B2C,Japan,0
2509,47,498.49,144,2024-03-15,B2B,USA,1
2510,28,175.12,121,2022-07-08,B2B,USA,0
2511,47,5537.23,108,2020-04-25,Enterprise,India,0
2512,76,518.81,95,2023-07-29,B2C,USA,0
2513,39,3709.45,132,2021-02-09,SMB,France,0
2514,70,452.66,52,2023-10-05,B2C,USA,1
2515,19,524.42,123,2021-08-21,B2C,Australia,1
2516,56,248.87,20,2021-07-17,B2B,Canada,0
2517,42,1572.14,176,2020-06-05,SMB,USA,0
2518,62,259.61,96,2023-03-21,SMB,Canada,0
2519,25,244.36,98,2025-04-19,B2C,Singapore,0
2520,49,692.61,179,2021-07-22,B2C,India,0
2521,61,666.05,173,2025-04-05,SMB,Germany,0
2522,24,319.68,115,2025-01-11,SMB,Japan,0
2523,76,978.09,177,2020-01-22,B2C,UAE,0
2524,39,77.47,184,2020-11-20,Enterprise,USA,0
2525,46,353.97,3,2020-03-18,SMB,Germany,0
2526,76,162.29,42,2022-11-14,Enterprise,Australia,0
2527,19,540.63,199,2022-06-02,B2B,India,0
2528,55,2648.91,170,2021-09-04,SMB,UK,0
2529,60,85.6,99,2026-02-25,B2B,India,0
2530,66,996.66,101,2025-12-01,B2C,Japan,0
2531,32,429.52,29,2024-09-29,Enterprise,Canada,0
2532,71,339.41,145,2021-03-31,B2B,Germany,0
2533,72,1469.64,107,2023-03-26,Enterprise,UAE,0
2534,37,87.38,156,2022-08-31,SMB,Japan,1
2535,43,254.9,60,2023-05-18,B2B,UK,0
2536,150,204.45,47,2021-05-14,Enterprise,USA,0
2537,40,114.92,125,2020-07-14,SMB,Canada,0
2538,58,980.67,11,2022-09-03,Enterprise,UK,0
2539,66,631.95,65,2024-09-15,B2B,UK,0
2540,69,1043.53,60,2025-02-15,SMB,UK,0
2541,59,1196.49,88,2020-09-14,B2C,Singapore,0
2542,21,1810.89,189,2021-03-30,B2C,UAE,1
2543,21,942.63,43,2025-08-09,Enterprise,India,1
2544,65,423.61,167,2026-01-04,SMB,Australia,0
2545,18,1044.01,117,2020-03-08,Enterprise,Canada,0
2546,40,497.39,1,2025-10-11,B2B,India,1
2547,0,1747.22,9,2026-06-13,B2C,Canada,0
2548,78,1783.85,74,2022-09-17,B2B,USA,0
2549,44,278.23,137,2021-08-11,SMB,India,0
2550,24,137.14,131,2023-04-08,B2B,France,1
2551,51,298.74,157,2024-10-24,B2C,Germany,0
2552,78,2584.56,86,2020-01-07,SMB,USA,0
2553,21,5702.05,42,2023-12-16,Enterprise,Japan,0
2554,19,119.43,105,2022-09-12,SMB,UAE,0
2555,40,1839.56,43,2026-05-26,B2B,Germany,0
2556,65,305.15,94,2024-09-02,SMB,Canada,0
2557,53,380.71,152,2022-02-06,B2B,UAE,0
2558,72,2305.4,3,2020-12-16,B2B,Japan,0
2559,39,966.73,8,2025-11-14,B2B,Singapore,0
2560,27,1892.55,45,2024-01-17,B2B,Germany,0
2561,59,445.84,154,2020-10-04,B2C,UAE,0
2562,52,2033.24,111,2025-11-24,B2C,UK,0
2563,58,508.67,179,2026-02-06,B2B,USA,1
2564,44,687.29,55,2025-09-09,B2B,UK,0
2565,41,1170.16,33,2025-09-10,B2C,Australia,0
2566,24,461.08,123,2026-03-19,B2C,UAE,0
2567,68,5023.62,105,2020-03-24,Enterprise,UK,0
2568,38,275.69,163,2024-05-18,B2C,France,0
2569,76,1379.3,80,2025-04-09,B2C,USA,0
2570,25,421.87,11,2020-06-27,B2B,UAE,0
2571,67,1513.32,177,2024-05-03,SMB,France,0
2572,53,803.09,79,2024-03-09,B2C,Singapore,0
2573,22,1503.46,25,2022-11-04,B2B,UAE,0
2574,33,265.15,138,2020-03-07,SMB,Germany,0
2575,35,705.26,173,2024-01-02,B2C,Australia,1
2576,55,499.12,134,2020-10-03,B2C,Australia,1
2577,40,327.48,156,2023-11-13,B2C,India,0
2578,73,457.89,13,2022-09-14,Enterprise,Singapore,0
2579,61,490.09,77,2021-02-28,Enterprise,USA,0
2580,69,722.13,64,2023-09-23,B2B,USA,1
2581,54,449.84,110,2021-06-30,B2B,UAE,1
2582,68,235.09,114,2020-06-30,SMB,USA,0
2583,38,1594.25,158,2023-12-14,SMB,India,1
2584,62,593.56,119,2026-02-14,Enterprise,UAE,0
2585,39,447.46,133,2023-10-18,B2B,Singapore,0
2586,30,574.98,71,2021-12-18,B2B,France,0
2587,79,726.26,118,2025-03-18,B2C,USA,0
2588,53,140.71,55,2025-05-14,Enterprise,UAE,0
2589,28,37.84,180,2022-01-16,B2C,USA,0
2590,23,3439.6,28,2021-07-06,Enterprise,Japan,0
2591,79,579.54,24,2020-09-15,B2C,India,0
2592,26,751.53,177,2025-02-17,Enterprise,UK,0
2593,37,1639.12,95,2020-05-31,B2C,UAE,0
2594,78,266.78,120,2023-04-16,B2C,Japan,0
2595,79,223.76,93,2022-04-05,B2C,India,0
2596,56,957.3,176,2020-06-28,Enterprise,UK,0
2597,41,935.88,159,2022-03-28,B2C,Japan,0
2598,29,512.8,152,2020-06-20,Enterprise,USA,0
2599,59,738.3,110,2023-07-16,B2C,Singapore,0
2600,52,1184.27,199,2023-06-24,B2C,USA,0
2601,56,76.04,20,2025-10-12,B2C,Australia,1
2602,42,431.82,2,2024-06-19,B2C,USA,0
2603,44,600.22,58,2026-02-02,B2B,France,0
2604,59,62.98,54,2025-04-23,B2C,Singapore,0
2605,18,445.57,39,2022-11-03,SMB,Australia,1
2606,29,485.58,19,2020-05-29,SMB,Japan,0
2607,18,125.67,70,2022-02-21,B2B,UAE,0
2608,30,5828.31,73,2023-03-17,B2B,UAE,0
2609,56,611.41,116,2024-01-02,B2B,UAE,0
2610,67,5092.96,132,2020-07-14,Enterprise,UAE,0
2611,57,131.42,20,2023-09-21,SMB,India,0
2612,23,218.08,131,2023-01-24,B2B,UAE,0
2613,46,128.62,73,2021-05-24,B2B,India,0
2614,64,1181.54,91,2024-02-16,B2C,France,0
2615,67,1114.93,62,2024-11-24,SMB,UAE,0
2616,21,1163.21,197,2024-06-26,SMB,UK,0
2617,40,191.66,196,2024-12-06,B2B,India,0
2618,61,3187.51,147,2024-05-02,B2B,Japan,1
2619,25,3430.1,101,2023-10-20,SMB,Germany,0
2620,54,2631.57,16,2022-02-04,B2C,UK,0
2621,19,238.64,150,2025-07-25,B2C,Japan,0
2622,67,3086.07,149,2025-07-30,SMB,USA,0
2623,21,1517.91,184,2024-02-13,B2B,Germany,0
2624,200,563.84,188,2025-10-27,B2B,UK,1
2625,40,237.36,34,2022-12-28,SMB,UAE,0
2626,38,594.63,197,2020-12-04,SMB,Australia,0
2627,70,2257.22,66,2024-10-04,B2B,USA,0
2628,43,1259.06,13,2020-11-19,SMB,Japan,0
2629,57,352.38,115,2024-10-29,SMB,UK,0
2630,47,695.03,78,2022-01-09,SMB,Australia,1
2631,50,199.17,149,2026-02-12,SMB,Japan,0
2632,39,690.19,188,2023-04-18,B2B,India,1
2633,29,117.65,196,2023-08-08,B2B,Australia,0
2634,23,378.36,106,2021-02-24,Enterprise,France,0
2635,37,2710.96,174,2020-11-23,B2B,Japan,0
2636,24,4487.56,16,2023-09-05,Enterprise,Japan,0
2637,47,456.91,183,2023-04-25,B2C,France,0
2638,60,1222.8,139,2023-06-09,B2B,USA,0
2639,58,20863.83,33,2024-12-31,SMB,Australia,0
2640,74,5912.23,86,2024-10-11,B2C,France,0
2641,25,450.13,117,2021-11-13,B2C,USA,0
2642,34,200.9,178,2024-12-23,B2C,Canada,0
2643,60,671.01,180,2023-12-10,Enterprise,Germany,0
2644,45,6443.91,75,2025-01-05,SMB,Japan,0
2645,49,231.96,62,2020-06-22,SMB,UAE,0
2646,65,86.27,169,2023-12-15,B2C,Australia,0
2647,26,1273.05,11,2024-11-16,B2C,Germany,0
2648,61,829.53,122,2023-01-29,B2C,UK,0
2649,21,834.44,7,2020-08-22,B2C,Japan,1
2650,20,649.63,79,2020-11-03,SMB,Australia,0
2651,61,580.51,144,2024-07-21,Enterprise,UK,0
2652,67,196.58,29,2024-01-28,B2B,Germany,0
2653,53,1042.8,5,2025-10-02,B2C,UAE,0
2654,65,691.03,64,2021-10-17,B2C,Germany,1
2655,24,5737.46,143,2020-05-07,B2C,Germany,0
2656,27,509.16,134,2021-08-07,B2C,Japan,0
2657,50,763.68,49,2024-11-29,Enterprise,UK,0
2658,31,137.01,108,2020-05-22,Enterprise,France,1
2659,35,204.41,179,2021-06-01,SMB,USA,0
2660,50,1317.19,42,2020-10-02,B2B,Canada,1
2661,71,5529.43,109,2022-08-24,B2C,India,0
2662,43,891.75,93,2024-02-09,Enterprise,UK,0
2663,56,506.64,65,2024-01-23,B2B,France,0
2664,73,114.01,5,2024-04-17,B2C,UK,0
2665,67,782.95,113,2026-05-12,B2B,Canada,1
2666,34,2545.56,24,2020-05-12,B2B,France,0
2667,60,345.0,37,2021-09-20,B2B,Canada,0
2668,45,345.83,53,2025-01-16,SMB,Japan,0
2669,19,235.96,6,2024-02-28,B2C,USA,0
2670,57,1779.25,167,2024-03-03,Enterprise,Australia,0
2671,54,690.08,89,2024-12-23,B2B,France,1
2672,49,463.62,190,2020-11-10,B2C,Canada,0
2673,44,1336.18,60,2026-06-08,B2C,USA,0
2674,48,331.0,41,2021-07-17,Enterprise,India,1
2675,71,195.89,10,2025-12-08,Enterprise,UK,1
2676,21,863.5,81,2024-02-12,SMB,Singapore,0
2677,52,535.7,93,2024-06-18,SMB,France,0
2678,49,712.16,70,2023-07-11,SMB,UK,0
2679,28,2911.38,135,2023-02-15,B2B,USA,0
2680,74,1218.57,5,2022-10-19,Enterprise,France,0
2681,70,203.38,27,2021-04-09,SMB,France,0
2682,40,621.43,163,2020-04-16,B2B,Australia,1
2683,64,442.94,183,2022-02-01,B2C,UAE,0
2684,77,469.77,17,2025-08-06,B2C,Germany,0
2685,40,199.22,7,2025-10-21,Enterprise,USA,0
2686,56,465.0,189,2024-05-04,SMB,Singapore,1
2687,73,311.81,65,2026-04-19,B2C,France,0
2688,52,437.88,15,2021-04-27,B2B,UAE,0
2689,34,675.76,186,2022-12-08,Enterprise,Japan,0
2690,69,476.3,49,2022-12-02,B2B,Japan,0
2691,66,123.57,52,2025-01-01,SMB,Germany,0
2692,37,390.94,26,2022-05-28,SMB,UK,0
2693,60,360.33,43,2023-03-15,Enterprise,India,0
2694,67,1274.65,53,2025-07-04,Enterprise,France,0
2695,49,917.97,113,2022-03-30,SMB,France,0
2696,73,1327.77,184,2021-05-17,SMB,UK,1
2697,55,859.78,78,2021-07-09,Enterprise,Japan,0
2698,63,728.47,123,2020-10-30,SMB,Singapore,0
2699,22,640.02,77,2025-01-25,B2C,Singapore,0
2700,32,2034.08,68,2021-12-08,SMB,USA,0
2701,79,2800.74,112,2024-12-28,B2C,Singapore,1
2702,49,994.35,161,2020-12-25,SMB,UK,0
2703,51,1181.64,14,2023-08-02,Enterprise,Japan,1
2704,43,208.22,145,2023-11-24,B2C,USA,0
2705,68,497.88,111,2020-09-22,SMB,India,0
2706,32,570.72,39,2026-03-02,B2C,Singapore,0
2707,26,396.01,48,2026-01-29,Enterprise,UAE,0
2708,22,3906.86,134,2023-04-04,SMB,India,0
2709,51,834.64,150,2023-05-13,SMB,Japan,0
2710,50,556.45,87,2021-10-07,Enterprise,Canada,0
2711,38,174.59,37,2021-12-14,B2B,Japan,0
2712,20,1334.8,100,2024-01-20,B2B,Canada,0
2713,47,1104.63,43,2025-09-14,B2C,Germany,0
2714,22,328.78,45,2022-07-07,Enterprise,UAE,1
2715,79,397.27,122,2021-05-12,B2C,Canada,0
2716,41,368.99,193,2022-04-03,SMB,Australia,0
2717,69,862.51,132,2021-07-22,SMB,UK,0
2718,33,441.05,196,2022-08-27,SMB,India,1
2719,23,223.18,57,2025-07-16,SMB,UK,0
2720,57,4410.08,162,2020-04-17,B2B,Canada,1
2721,52,825.79,30,2024-01-18,SMB,Canada,0
2722,43,185.29,167,2026-03-19,B2B,UAE,0
2723,61,186.78,96,2026-06-02,Enterprise,India,1
2724,73,1386.76,90,2024-02-20,Enterprise,France,1
2725,18,231.57,167,2025-03-29,Enterprise,France,0
2726,75,341.18,72,2026-03-09,B2C,UAE,0
2727,37,185.62,17,2021-06-15,B2C,Singapore,0
2728,71,324.71,94,2020-12-19,B2B,France,0
2729,63,1377.54,125,2020-09-26,B2C,Germany,0
2730,28,650.22,99,2023-06-20,SMB,Australia,0
2731,37,351.39,12,2024-06-18,B2C,Australia,0
2732,56,131.66,6,2025-05-14,B2C,UK,0
2733,21,200.78,157,2025-11-23,B2B,UAE,0
2734,55,400.76,142,2024-08-09,Enterprise,France,0
2735,63,677.3,1,2024-08-04,B2C,Singapore,0
2736,59,1059.1,167,2026-06-12,SMB,USA,0
2737,47,199.19,6,2020-10-29,SMB,UK,0
2738,53,978.51,111,2021-05-28,B2B,France,1
2739,62,877.54,112,2023-07-22,B2B,Japan,0
2740,39,834.74,172,2020-10-30,Enterprise,UAE,0
2741,57,89.38,169,2025-01-17,SMB,USA,1
2742,35,736.86,95,2025-03-23,B2C,UAE,0
2743,22,461.14,113,2025-10-20,B2C,India,0
2744,61,535.29,160,2023-11-12,B2B,India,0
2745,47,3828.83,97,2021-06-09,SMB,France,0
2746,72,125.56,5,2026-03-08,SMB,UK,0
2747,22,4787.81,47,2022-01-15,SMB,Singapore,0
2748,56,53.09,145,2021-06-12,SMB,Japan,0
2749,68,484.8,33,2024-11-07,B2C,Germany,0
2750,31,1139.41,170,2025-08-21,B2C,UAE,0
2751,28,215.91,151,2020-08-14,Enterprise,Canada,0
2752,69,875.83,70,2021-05-23,Enterprise,UK,0
2753,38,315.2,50,2025-10-23,B2B,Japan,0
2754,77,840.7,157,2021-09-18,B2B,Australia,1
2755,28,564.56,64,2023-05-30,B2B,Germany,0
2756,49,560.43,4,2021-11-05,SMB,Germany,0
2757,46,2945.72,121,2021-10-25,B2B,Singapore,0
2758,20,1828.03,135,2023-08-14,B2B,USA,1
2759,30,363.95,79,2022-07-12,B2C,Singapore,1
2760,23,1260.24,190,2023-11-18,SMB,UAE,1
2761,75,784.93,59,2025-10-26,B2B,Japan,0
2762,65,291.35,149,2023-03-09,B2B,Germany,1
2763,45,464.81,16,2020-11-19,Enterprise,Germany,0
2764,48,1614.21,70,2022-10-23,SMB,UAE,0
