customer_id,days_as_customer,total_transactions,total_spent,days_since_last_purchase,purchase_count,avg_order_value,support_tickets_raised,newsletter_subscriber,referrals_made,lifetime_months
32985,946,122,832.09,607,122,6.82,0,1,14,31.1
32986,1209,440,1151.52,170,440,2.62,3,1,21,39.7
32987,1711,333,385.0,534,333,1.16,14,1,3,56.2
32988,1686,404,2514.2,170,404,6.22,25,1,18,55.4
32989,882,148,1764.72,590,148,11.92,25,0,7,29.0
32990,1963,486,3333.46,81,486,6.86,5,0,14,64.5
32991,994,105,2665.35,323,105,25.38,20,0,23,32.7
32992,2405,305,1763.77,710,305,5.78,0,1,37,79.0
32993,1298,173,526.53,469,173,3.04,12,0,22,42.6
32994,2312,29,3862.96,513,29,133.21,22,1,49,76.0
32995,935,497,8429.89,644,497,16.96,23,0,0,30.7
32996,127,115,5932.96,287,115,51.59,4,0,13,4.2
32997,2026,451,399.51,647,451,0.89,20,1,15,66.6
32998,1764,224,1875.79,567,224,8.37,28,1,44,58.0
32999,2396,387,5611.7,504,387,14.5,15,0,7,78.7
33000,699,383,5593.49,696,383,14.6,24,1,23,23.0
33001,403,325,6024.24,592,325,18.54,10,0,10,13.2
33002,586,389,31717.72,129,389,81.54,1,1,40,19.3
33003,1485,131,6697.03,282,131,51.12,5,1,34,48.8
33004,65,41,2667.45,665,41,65.06,27,1,15,2.1
33005,1169,165,16973.73,623,165,102.87,28,0,28,38.4
33006,1101,3,2132.95,594,3,710.98,12,0,23,36.2
33007,2021,148,5643.78,451,148,38.13,25,1,34,66.4
33008,731,113,2569.05,338,113,22.73,21,0,43,24.0
33009,590,269,645.1,39,269,2.4,22,1,23,19.4
33010,1061,209,6230.21,728,209,29.81,23,1,38,34.9
33011,1580,487,302.86,367,487,0.62,12,1,24,51.9
33012,710,84,2145.57,549,84,25.54,6,1,1,23.3
33013,844,23,1210.7,364,23,52.64,13,0,24,27.7
33014,1589,290,10546.93,198,290,36.37,26,1,23,52.2
33015,2003,87,113.36,594,87,1.3,25,0,28,65.8
33016,1493,422,3511.92,49,422,8.32,22,1,15,49.0
33017,902,403,2492.43,145,403,6.18,10,1,10,29.6
33018,840,183,136.87,161,183,0.75,11,0,4,27.6
33019,1429,116,887.61,376,116,7.65,20,1,38,46.9
33020,2183,61,2569.31,56,61,42.12,27,1,20,71.7
33021,152,243,257.83,92,243,1.06,21,1,28,5.0
33022,2457,196,1043.45,207,196,5.32,10,1,16,80.7
33023,756,45,9070.25,64,45,201.56,2,0,37,24.8
33024,1999,384,2478.36,137,384,6.45,26,1,48,65.7
33025,616,292,1201.89,256,292,4.12,18,0,7,20.2
33026,1320,388,8012.6,717,388,20.65,25,0,47,43.4
33027,506,208,563.58,334,208,2.71,2,1,44,16.6
33028,2072,313,21907.82,158,313,69.99,26,1,0,68.1
33029,1292,69,5446.77,82,69,78.94,10,0,43,42.4
33030,400,198,178.09,425,198,0.9,5,1,40,13.1
33031,641,471,956.47,6,471,2.03,22,1,22,21.1
33032,181,231,2922.39,454,231,12.65,13,1,47,5.9
33033,601,221,4838.65,593,221,21.89,8,1,40,19.7
33034,1739,256,442.1,248,256,1.73,12,0,29,57.1
33035,544,481,1646.39,122,481,3.42,13,1,26,17.9
33036,1563,306,2090.63,460,306,6.83,14,1,12,51.3
33037,902,254,273.27,716,254,1.08,2,1,6,29.6
33038,1749,230,6057.7,634,230,26.34,19,0,21,57.5
33039,60,350,184.82,543,350,0.53,2,1,34,2.0
33040,2481,255,421.19,289,255,1.65,17,1,15,81.5
33041,2291,148,581.71,601,148,3.93,28,1,36,75.3
33042,192,77,2323.9,370,77,30.18,16,0,26,6.3
33043,1377,269,4921.59,533,269,18.3,20,0,27,45.2
33044,1770,298,678.02,498,298,2.28,21,0,7,58.1
33045,2221,22,7354.75,470,22,334.31,0,1,49,73.0
33046,326,257,1464.22,368,257,5.7,7,1,45,10.7
33047,466,454,513.52,252,454,1.13,16,1,1,15.3
33048,163,191,938.56,412,191,4.91,13,1,20,5.4
33049,2239,194,162.0,101,194,0.84,15,0,8,73.6
33050,1692,83,556.35,507,83,6.7,23,1,40,55.6
33051,2415,137,4337.9,11,137,31.66,16,1,47,79.3
33052,546,141,331.87,438,141,2.35,25,1,9,17.9
33053,1443,71,1731.84,576,71,24.39,10,1,2,47.4
33054,1949,488,405.44,28,488,0.83,11,1,20,64.0
33055,37,381,1665.64,565,381,4.37,2,1,29,1.2
33056,321,131,1816.63,167,131,13.87,6,0,49,10.5
33057,1300,487,10115.49,146,487,20.77,15,0,40,42.7
33058,525,97,1167.57,723,97,12.04,6,1,46,17.2
33059,647,133,1213.13,389,133,9.12,20,1,48,21.3
33060,1865,347,426.27,534,347,1.23,20,1,19,61.3
33061,2083,139,484.49,371,139,3.49,14,1,15,68.4
33062,778,116,802.33,424,116,6.92,10,0,0,25.6
33063,1511,308,508.13,296,308,1.65,13,1,8,49.6
33064,1355,470,3444.34,712,470,7.33,15,1,46,44.5
33065,894,391,2369.57,335,391,6.06,26,1,27,29.4
33066,2015,76,814.81,485,76,10.72,25,0,21,66.2
33067,466,237,472.63,297,237,1.99,5,1,39,15.3
33068,2183,290,23439.15,270,290,80.82,23,1,44,71.7
33069,1551,5,3381.18,452,5,676.24,27,0,10,51.0
33070,947,213,1855.62,481,213,8.71,9,0,10,31.1
33071,908,52,1493.23,208,52,28.72,13,1,6,29.8
33072,2255,291,2137.2,599,291,7.34,4,1,26,74.1
33073,1793,215,3493.35,448,215,16.25,15,1,45,58.9
33074,538,489,5462.21,195,489,11.17,22,0,13,17.7
33075,465,148,159.43,516,148,1.08,4,1,6,15.3
33076,233,73,443.73,100,73,6.08,14,1,39,7.7
33077,2379,499,4727.66,551,499,9.47,10,1,6,78.2
33078,547,386,3175.61,672,386,8.23,11,0,12,18.0
33079,1863,348,768.75,169,348,2.21,8,0,6,61.2
33080,2366,1,50.88,703,1,50.88,15,1,6,77.7
33081,114,273,1629.12,728,273,5.97,29,1,46,3.7
33082,598,358,714.71,16,358,2.0,4,0,42,19.6
33083,809,292,45979.64,8,292,157.46,5,1,44,26.6
33084,529,110,245.11,271,110,2.23,5,0,29,17.4
33085,1259,415,424.98,396,415,1.02,9,1,3,41.4
33086,1705,348,4836.56,74,348,13.9,8,1,48,56.0
33087,1757,175,1064.66,279,175,6.08,10,0,24,57.7
33088,1644,395,116.65,685,395,0.3,21,1,49,54.0
33089,813,473,8454.95,360,473,17.88,26,1,7,26.7
33090,1756,410,527.42,335,410,1.29,1,0,24,57.7
33091,1389,68,1783.46,684,68,26.23,8,0,39,45.6
33092,1192,241,2725.35,524,241,11.31,27,1,3,39.2
33093,1620,115,430.93,374,115,3.75,15,0,6,53.2
33094,1284,140,114.15,598,140,0.82,3,1,22,42.2
33095,2313,351,800.63,393,351,2.28,13,0,36,76.0
33096,998,493,583.15,641,493,1.18,16,0,10,32.8
33097,400,456,157.22,540,456,0.34,6,0,32,13.1
33098,2084,338,984.1,724,338,2.91,21,1,33,68.5
33099,339,392,3887.02,588,392,9.92,5,0,15,11.1
33100,588,251,5690.07,44,251,22.67,29,1,45,19.3
33101,2359,242,9759.03,671,242,40.33,25,0,31,77.5
33102,2500,353,10074.14,348,353,28.54,20,0,34,82.1
33103,1656,57,231.59,251,57,4.06,17,1,8,54.4
33104,2366,159,502.05,216,159,3.16,10,1,38,77.7
33105,2240,203,5895.02,223,203,29.04,21,1,14,73.6
33106,1749,228,965.24,665,228,4.23,0,1,46,57.5
33107,1748,367,1108.24,501,367,3.02,19,1,14,57.4
33108,425,496,627.28,471,496,1.26,13,1,28,14.0
33109,1073,489,518.38,505,489,1.06,29,0,42,35.2
33110,377,90,1265.74,184,90,14.06,23,1,25,12.4
33111,2189,136,15652.01,264,136,115.09,10,0,30,71.9
33112,611,126,1244.63,410,126,9.88,14,0,24,20.1
33113,1103,370,7005.4,549,370,18.93,16,0,36,36.2
33114,560,415,399.35,552,415,0.96,0,0,43,18.4
33115,865,5,1949.83,728,5,389.97,23,1,43,28.4
33116,202,50,2320.87,360,50,46.42,0,1,43,6.6
33117,2105,59,2561.61,725,59,43.42,14,1,30,69.2
33118,1687,151,990.54,567,151,6.56,20,1,21,55.4
33119,1784,76,5369.69,670,76,70.65,29,1,26,58.6
33120,872,464,4603.23,457,464,9.92,0,0,18,28.6
33121,816,16,2727.55,321,16,170.47,7,1,5,26.8
33122,46,182,482.95,428,182,2.65,18,1,6,1.5
33123,900,130,469.62,143,130,3.61,17,1,31,29.6
33124,586,217,2037.68,318,217,9.39,14,0,16,19.3
33125,610,34,1492.95,653,34,43.91,25,1,12,20.0
33126,2011,154,1585.31,292,154,10.29,26,1,17,66.1
33127,867,226,471.68,309,226,2.09,18,1,20,28.5
33128,2307,469,108.21,666,469,0.23,27,1,46,75.8
33129,113,143,38041.31,27,143,266.02,6,0,15,3.7
33130,2399,405,739.81,690,405,1.83,17,1,48,78.8
33131,57,426,453.86,199,426,1.07,12,1,36,1.9
33132,1194,192,21.07,466,192,0.11,17,1,16,39.2
33133,2210,74,6296.48,325,74,85.09,24,1,24,72.6
33134,1399,193,7905.2,452,193,40.96,6,1,47,46.0
33135,2096,361,255.53,182,361,0.71,18,1,43,68.9
33136,1751,274,4869.14,146,274,17.77,27,1,34,57.5
33137,355,313,1817.61,106,313,5.81,22,1,9,11.7
33138,1115,483,849.18,109,483,1.76,16,1,14,36.6
33139,550,458,2595.28,465,458,5.67,8,0,49,18.1
33140,1980,149,713.17,364,149,4.79,19,1,15,65.0
33141,706,304,3790.68,394,304,12.47,18,1,3,23.2
33142,1141,457,20455.34,525,457,44.76,10,1,22,37.5
33143,1954,443,15494.29,157,443,34.98,20,0,49,64.2
33144,631,207,669.42,32,207,3.23,1,0,30,20.7
33145,873,138,1319.5,309,138,9.56,7,1,4,28.7
33146,2167,248,5844.63,237,248,23.57,17,0,43,71.2
33147,228,464,27.01,176,464,0.06,7,1,37,7.5
33148,363,385,6414.25,309,385,16.66,15,1,37,11.9
33149,1477,426,2850.79,6,426,6.69,0,1,37,48.5
33150,1309,167,75476.39,328,167,451.95,15,1,32,43.0
33151,419,297,3746.84,114,297,12.62,6,0,6,13.8
33152,1176,497,365.59,639,497,0.74,24,1,41,38.6
33153,2444,108,9361.67,435,108,86.68,7,1,32,80.3
33154,1241,189,819.18,636,189,4.33,6,1,39,40.8
33155,2062,190,2112.09,690,190,11.12,6,1,23,67.7
33156,317,176,1404.75,666,176,7.98,11,0,42,10.4
33157,2356,494,632.67,345,494,1.28,29,1,45,77.4
33158,102,284,29831.05,703,284,105.04,5,0,15,3.4
33159,688,110,2520.2,207,110,22.91,17,1,47,22.6
33160,2426,492,5.48,548,492,0.01,17,0,37,79.7
33161,1553,434,14916.04,598,434,34.37,29,1,8,51.0
33162,299,426,197.25,474,426,0.46,10,0,36,9.8
33163,2252,229,508.19,221,229,2.22,10,1,12,74.0
33164,2331,186,1247.52,513,186,6.71,26,0,10,76.6
33165,1564,109,52685.39,150,109,483.35,10,1,32,51.4
33166,2455,177,786.83,489,177,4.45,19,1,34,80.7
33167,1419,219,791.14,196,219,3.61,23,0,18,46.6
33168,1867,57,8681.82,153,57,152.31,20,1,13,61.3
33169,248,406,326.61,411,406,0.8,1,0,10,8.1
33170,1638,340,595.87,395,340,1.75,10,1,24,53.8
33171,741,189,593.36,445,189,3.14,12,1,23,24.3
33172,1696,163,205.22,368,163,1.26,18,0,0,55.7
33173,1415,137,75958.3,383,137,554.44,14,0,17,46.5
33174,690,465,1672.28,689,465,3.6,10,0,13,22.7
33175,518,360,13982.9,435,360,38.84,4,0,11,17.0
33176,442,2,4478.7,538,2,2239.35,20,0,8,14.5
33177,2364,19,2603.73,567,19,137.04,29,0,14,77.7
33178,335,115,2263.55,191,115,19.68,12,1,41,11.0
33179,1473,277,10305.96,564,277,37.21,28,1,3,48.4
33180,536,33,8741.39,591,33,264.89,20,1,40,17.6
33181,1903,246,3918.33,235,246,15.93,8,0,11,62.5
33182,1523,438,1204.28,87,438,2.75,22,0,24,50.0
33183,229,311,31.08,268,311,0.1,9,0,36,7.5
33184,1760,302,8381.63,412,302,27.75,10,0,32,57.8
33185,971,333,13206.81,621,333,39.66,19,1,34,31.9
33186,2352,349,5764.94,252,349,16.52,1,1,1,77.3
33187,2098,431,4706.09,147,431,10.92,4,1,47,68.9
33188,91,477,725.7,197,477,1.52,22,1,23,3.0
33189,1025,232,420.7,702,232,1.81,24,1,9,33.7
33190,1324,461,1177.77,695,461,2.55,9,1,44,43.5
33191,1535,392,2838.96,422,392,7.24,29,0,33,50.4
33192,1206,488,1065.96,310,488,2.18,15,0,5,39.6
33193,528,216,21819.63,63,216,101.02,23,0,33,17.3
33194,2473,194,760.47,509,194,3.92,29,0,39,81.2
33195,279,459,631.37,402,459,1.38,29,1,30,9.2
33196,2060,8,528.15,710,8,66.02,14,1,5,67.7
33197,1527,88,759.01,37,88,8.63,16,1,37,50.2
33198,933,394,3313.6,476,394,8.41,10,1,46,30.7
33199,446,232,66384.63,302,232,286.14,1,1,19,14.7
33200,1171,364,67.61,621,364,0.19,1,1,28,38.5
33201,1650,339,13708.03,443,339,40.44,6,1,25,54.2
33202,1878,356,6909.13,697,356,19.41,26,0,34,61.7
33203,905,195,16859.63,704,195,86.46,18,1,33,29.7
33204,1210,290,2160.23,443,290,7.45,23,1,27,39.8
33205,615,143,275.57,87,143,1.93,3,0,24,20.2
33206,2357,129,434.26,235,129,3.37,12,1,0,77.4
33207,2207,269,374.0,129,269,1.39,7,1,2,72.5
33208,987,26,1259.83,408,26,48.46,28,0,10,32.4
33209,364,225,709.42,561,225,3.15,20,1,23,12.0
33210,1700,64,3426.66,141,64,53.54,9,0,5,55.8
33211,1768,307,3424.68,337,307,11.16,6,1,30,58.1
33212,1983,215,4717.96,304,215,21.94,10,1,12,65.1
33213,1403,32,7881.57,426,32,246.3,2,0,44,46.1
33214,281,221,508.83,438,221,2.3,20,1,17,9.2
33215,1779,129,165.33,562,129,1.28,10,1,2,58.4
33216,1049,151,7495.0,486,151,49.64,28,1,25,34.5
33217,1608,151,641.18,430,151,4.25,20,1,9,52.8
33218,45,339,965.96,434,339,2.85,8,0,46,1.5
33219,2427,34,2189.34,328,34,64.39,2,1,48,79.7
33220,964,415,2881.52,553,415,6.94,18,1,4,31.7
33221,1006,257,197.05,106,257,0.77,22,0,35,33.0
33222,2335,147,3140.6,221,147,21.36,25,0,42,76.7
33223,832,384,284.7,536,384,0.74,5,1,45,27.3
33224,2041,254,2030.26,477,254,7.99,22,0,30,67.0
33225,1452,173,571.8,367,173,3.31,17,0,10,47.7
33226,1547,106,12686.97,116,106,119.69,1,1,38,50.8
33227,2013,371,7071.54,170,371,19.06,29,1,31,66.1
33228,358,327,11002.36,331,327,33.65,2,1,0,11.8
33229,1377,456,2690.94,97,456,5.9,9,0,42,45.2
33230,941,33,796.73,190,33,24.14,11,0,9,30.9
33231,1670,380,837.96,92,380,2.21,25,1,20,54.9
33232,601,290,1046.73,710,290,3.61,3,1,9,19.7
33233,1461,63,580.23,326,63,9.21,6,1,9,48.0
33234,286,252,3463.82,153,252,13.75,14,1,10,9.4
33235,534,15,5850.55,226,15,390.04,5,1,5,17.5
33236,588,289,1843.24,89,289,6.38,0,1,25,19.3
33237,199,19,2937.81,257,19,154.62,8,0,29,6.5
33238,589,142,3907.57,453,142,27.52,16,1,7,19.3
33239,1729,276,385.01,314,276,1.39,8,0,43,56.8
33240,2364,96,419.65,12,96,4.37,27,0,7,77.7
33241,647,16,2105.17,560,16,131.57,5,0,21,21.3
33242,1269,447,588.86,3,447,1.32,21,1,24,41.7
33243,982,295,141.64,612,295,0.48,1,0,7,32.3
33244,1451,474,11799.17,393,474,24.89,18,1,34,47.7
33245,1308,346,2032.34,434,346,5.87,9,1,14,43.0
33246,662,328,8920.75,707,328,27.2,25,0,1,21.7
33247,731,394,1181.46,655,394,3.0,21,0,42,24.0
33248,79,110,453.06,465,110,4.12,7,0,28,2.6
33249,1160,288,3092.84,20,288,10.74,17,1,39,38.1
33250,2323,374,875.01,714,374,2.34,7,1,48,76.3
33251,1489,311,3170.54,295,311,10.19,21,0,19,48.9
33252,1784,66,5889.69,576,66,89.24,6,1,5,58.6
33253,1000,284,8529.7,418,284,30.03,27,1,31,32.9
33254,1574,114,942.71,535,114,8.27,1,1,25,51.7
33255,835,202,2124.58,194,202,10.52,9,0,26,27.4
33256,1216,61,28.77,38,61,0.47,0,1,36,39.9
33257,2053,427,1709.26,583,427,4.0,7,0,18,67.4
33258,1329,313,2234.12,665,313,7.14,16,1,35,43.7
33259,1949,91,128.5,714,91,1.41,21,1,3,64.0
33260,653,275,10983.32,414,275,39.94,17,1,21,21.5
33261,1075,327,5015.58,253,327,15.34,5,1,21,35.3
33262,2315,347,4265.13,658,347,12.29,12,0,14,76.1
33263,2364,370,9057.33,353,370,24.48,1,0,13,77.7
33264,1650,63,3932.99,551,63,62.43,18,1,7,54.2
33265,441,46,528.54,247,46,11.49,22,0,5,14.5
33266,436,461,369.99,15,461,0.8,19,0,42,14.3
33267,2387,177,15454.18,286,177,87.31,12,1,18,78.4
33268,504,189,4622.57,371,189,24.46,12,1,37,16.6
33269,1234,236,738.62,136,236,3.13,14,1,16,40.5
33270,2121,354,1979.28,369,354,5.59,18,0,13,69.7
33271,1685,181,692.32,136,181,3.82,16,1,48,55.4
33272,1669,38,260.16,546,38,6.85,6,1,16,54.8
33273,1617,330,814.61,695,330,2.47,27,1,39,53.1
33274,1323,122,571.84,620,122,4.69,11,0,49,43.5
33275,664,494,1418.35,552,494,2.87,0,1,34,21.8
33276,1115,188,594.42,411,188,3.16,20,1,18,36.6
33277,1854,208,22397.92,58,208,107.68,4,1,2,60.9
33278,190,379,2050.48,724,379,5.41,15,0,3,6.2
33279,1761,114,8601.76,439,114,75.45,26,1,32,57.9
33280,2408,207,15508.23,96,207,74.92,6,0,10,79.1
33281,940,396,1396.48,543,396,3.53,3,1,12,30.9
33282,816,129,1098.08,368,129,8.51,26,1,36,26.8
33283,1791,392,2181.28,248,392,5.56,1,1,22,58.8
33284,2090,316,234.23,224,316,0.74,15,0,9,68.7
33285,1742,390,3473.82,98,390,8.91,22,1,29,57.2
33286,2468,102,375.89,628,102,3.69,13,1,49,81.1
33287,1385,146,3023.8,172,146,20.71,2,0,29,45.5
33288,715,173,2947.79,439,173,17.04,10,1,37,23.5
33289,1239,160,7860.64,681,160,49.13,28,0,46,40.7
33290,1602,493,861.87,195,493,1.75,17,0,46,52.6
33291,82,201,622.74,458,201,3.1,7,1,39,2.7
33292,416,375,2826.44,205,375,7.54,13,1,41,13.7
33293,1619,47,7750.2,38,47,164.9,29,0,5,53.2
33294,2411,60,2313.81,125,60,38.56,14,1,45,79.2
33295,1368,44,3018.31,361,44,68.6,20,0,49,44.9
33296,1601,77,763.9,166,77,9.92,20,1,26,52.6
33297,1669,116,7274.44,211,116,62.71,21,0,21,54.8
33298,1417,223,951.68,179,223,4.27,15,1,1,46.6
33299,732,100,28223.77,652,100,282.24,16,1,33,24.0
33300,2085,398,2453.74,255,398,6.17,5,0,44,68.5
33301,327,350,7124.19,546,350,20.35,13,1,49,10.7
33302,982,234,896.36,519,234,3.83,8,1,0,32.3
33303,2554,490,429.73,586,490,0.88,14,1,45,83.9
33304,1499,5,3930.23,441,5,786.05,8,1,38,49.2
33305,275,214,18761.9,519,214,87.67,25,1,20,9.0
33306,1019,473,117512.73,602,473,248.44,27,1,47,33.5
33307,1082,339,102.3,553,339,0.3,16,0,34,35.5
33308,71,262,519.16,625,262,1.98,14,0,29,2.3
33309,949,94,33391.35,310,94,355.23,16,0,13,31.2
33310,1521,459,610.32,97,459,1.33,12,0,18,50.0
33311,621,343,12374.6,556,343,36.08,5,0,22,20.4
33312,526,435,708.5,410,435,1.63,3,1,19,17.3
33313,1655,304,767.23,166,304,2.52,6,1,11,54.4
33314,1826,71,22137.69,96,71,311.8,28,1,18,60.0
33315,2225,290,161.02,88,290,0.56,29,1,35,73.1
33316,2039,211,4890.47,227,211,23.18,22,1,23,67.0
33317,2479,342,3244.32,49,342,9.49,26,1,30,81.4
33318,88,216,21.52,594,216,0.1,18,0,23,2.9
33319,366,134,2962.68,628,134,22.11,4,1,34,12.0
33320,2205,164,3798.89,592,164,23.16,17,1,6,72.4
33321,1346,22,20609.42,638,22,936.79,19,1,39,44.2
33322,283,125,964.16,141,125,7.71,21,0,23,9.3
33323,2338,483,659.52,639,483,1.37,8,0,43,76.8
33324,1931,203,368.35,720,203,1.81,6,1,41,63.4
33325,713,352,5689.73,311,352,16.16,3,0,4,23.4
33326,79,208,470.12,299,208,2.26,19,0,19,2.6
33327,1030,103,999.05,170,103,9.7,8,0,35,33.8
33328,1948,483,4453.33,596,483,9.22,26,0,32,64.0
33329,2170,253,7384.95,442,253,29.19,17,1,28,71.3
33330,656,428,1510.83,432,428,3.53,8,0,38,21.6
33331,1192,88,2426.28,702,88,27.57,16,1,18,39.2
33332,1871,294,194.97,132,294,0.66,4,1,19,61.5
33333,2300,330,832.81,700,330,2.52,21,1,36,75.6
33334,1895,331,5534.33,52,331,16.72,25,1,31,62.3
33335,1048,372,997.44,382,372,2.68,5,1,8,34.4
33336,229,194,26621.23,285,194,137.22,28,1,48,7.5
33337,380,41,1084.75,408,41,26.46,11,0,26,12.5
33338,793,407,5878.48,550,407,14.44,19,1,35,26.1
33339,1816,321,2360.92,640,321,7.35,2,1,48,59.7
33340,2126,42,3258.02,658,42,77.57,29,1,21,69.8
33341,160,424,3735.57,225,424,8.81,21,1,10,5.3
33342,1726,277,17236.7,241,277,62.23,3,0,14,56.7
33343,1642,1,16467.64,352,1,16467.64,24,1,5,53.9
33344,2045,235,1780.33,465,235,7.58,4,1,22,67.2
33345,1837,415,69.67,331,415,0.17,4,0,41,60.3
33346,2403,288,1457.23,557,288,5.06,29,1,37,78.9
33347,472,375,249.1,580,375,0.66,8,1,15,15.5
33348,1230,448,12618.35,138,448,28.17,22,1,12,40.4
33349,638,226,407.99,536,226,1.81,19,1,29,21.0
33350,1729,60,6510.84,217,60,108.51,16,1,46,56.8
33351,545,35,3462.71,396,35,98.93,27,1,33,17.9
33352,2521,52,973.41,584,52,18.72,3,0,29,82.8
33353,2387,197,10876.9,435,197,55.21,28,1,32,78.4
33354,1213,207,2472.03,56,207,11.94,1,0,26,39.8
33355,673,372,1022.59,723,372,2.75,23,1,46,22.1
33356,1688,159,3169.93,8,159,19.94,1,1,42,55.5
33357,1042,172,4153.56,255,172,24.15,26,0,30,34.2
33358,211,315,1555.6,564,315,4.94,6,0,34,6.9
33359,793,465,639.07,521,465,1.37,24,0,16,26.1
33360,1481,461,5225.5,139,461,11.34,27,1,23,48.7
33361,1249,200,391.99,489,200,1.96,8,0,12,41.0
33362,1172,99,1976.84,208,99,19.97,14,0,13,38.5
33363,1792,451,499.31,607,451,1.11,14,1,1,58.9
33364,2419,463,1874.07,347,463,4.05,19,1,10,79.5
33365,2553,348,2284.81,394,348,6.57,10,1,36,83.9
33366,706,215,1737.25,373,215,8.08,27,0,35,23.2
33367,553,199,4218.02,564,199,21.2,28,1,4,18.2
33368,2443,83,35541.07,267,83,428.21,13,0,49,80.3
33369,783,126,722.06,330,126,5.73,10,1,8,25.7
33370,2330,129,2171.6,412,129,16.83,25,0,17,76.5
33371,101,244,8347.0,579,244,34.21,8,0,1,3.3
33372,2104,173,2132.39,665,173,12.33,26,1,21,69.1
33373,841,87,2796.31,624,87,32.14,14,1,34,27.6
33374,642,279,10125.38,167,279,36.29,16,0,16,21.1
33375,51,185,4829.72,601,185,26.11,17,0,2,1.7
33376,1948,347,647.59,697,347,1.87,20,0,43,64.0
33377,952,75,5195.84,126,75,69.28,4,1,36,31.3
33378,1252,149,2691.76,292,149,18.07,2,0,17,41.1
33379,1314,419,43.72,140,419,0.1,26,0,30,43.2
33380,421,284,3299.41,237,284,11.62,5,1,33,13.8
33381,1796,214,2438.75,160,214,11.4,26,1,21,59.0
33382,2413,254,706.79,612,254,2.78,21,1,12,79.3
33383,1364,192,2794.6,125,192,14.56,1,0,21,44.8
33384,1619,102,835.62,347,102,8.19,22,0,13,53.2
33385,428,45,257.08,516,45,5.71,2,1,26,14.1
33386,212,128,498.53,482,128,3.89,26,1,34,7.0
33387,1360,80,128.94,294,80,1.61,2,0,46,44.7
33388,1400,54,80.57,206,54,1.49,9,1,32,46.0
33389,1134,2,31830.11,606,2,15915.06,19,1,25,37.3
33390,679,391,11776.26,679,391,30.12,6,1,15,22.3
33391,1613,206,4490.49,504,206,21.8,5,0,27,53.0
33392,2047,463,1541.47,26,463,3.33,0,1,14,67.2
33393,1785,49,3795.79,728,49,77.47,21,0,25,58.6
33394,550,144,159.43,125,144,1.11,14,0,32,18.1
33395,613,109,2649.54,109,109,24.31,14,0,26,20.1
33396,1720,1,216.71,441,1,216.71,21,1,27,56.5
33397,708,479,182.9,180,479,0.38,29,1,45,23.3
33398,55,228,6767.55,610,228,29.68,9,0,36,1.8
33399,698,277,6594.53,58,277,23.81,27,1,42,22.9
33400,889,195,1870.88,307,195,9.59,23,1,3,29.2
33401,2013,469,3896.08,590,469,8.31,5,1,16,66.1
33402,1130,50,2605.51,338,50,52.11,2,0,25,37.1
33403,1514,252,13057.64,191,252,51.82,20,1,23,49.7
33404,694,58,113.36,612,58,1.95,6,0,34,22.8
33405,2499,229,110.98,301,229,0.48,2,1,37,82.1
33406,698,89,10459.22,589,89,117.52,12,0,48,22.9
33407,2253,383,564.74,103,383,1.47,1,1,11,74.0
33408,170,410,38.78,372,410,0.09,27,1,40,5.6
33409,2090,259,5721.34,620,259,22.09,28,1,36,68.7
33410,1948,308,1177.0,0,308,3.82,22,1,44,64.0
33411,1827,407,1315.47,724,407,3.23,28,1,12,60.0
33412,139,90,2702.0,3,90,30.02,12,1,41,4.6
33413,1384,339,131.39,410,339,0.39,9,1,19,45.5
33414,2123,350,202.51,81,350,0.58,17,0,11,69.7
33415,1606,348,80.33,9,348,0.23,21,0,4,52.8
33416,2477,256,897.56,24,256,3.51,17,0,45,81.4
33417,1467,490,543.61,362,490,1.11,21,0,13,48.2
33418,1341,8,1875.84,232,8,234.48,19,1,6,44.1
33419,1679,125,5254.18,466,125,42.03,22,1,18,55.2
33420,2436,289,1901.65,724,289,6.58,9,1,7,80.0
33421,1067,406,431.93,223,406,1.06,11,1,31,35.1
33422,302,345,143.65,386,345,0.42,14,1,23,9.9
33423,1554,336,1152.44,371,336,3.43,15,1,30,51.1
33424,550,443,3977.39,216,443,8.98,9,0,0,18.1
33425,1552,450,5202.58,108,450,11.56,21,1,4,51.0
33426,813,238,1912.06,423,238,8.03,8,0,40,26.7
33427,1146,263,3437.89,298,263,13.07,3,1,48,37.6
33428,513,76,3170.53,540,76,41.72,28,1,30,16.9
33429,96,182,517.83,469,182,2.85,21,0,24,3.2
33430,1178,378,1495.36,211,378,3.96,19,0,29,38.7
33431,1471,395,3596.16,100,395,9.1,6,0,7,48.3
33432,1524,30,609.52,396,30,20.32,6,1,16,50.1
33433,1708,439,14705.59,446,439,33.5,27,1,9,56.1
33434,2537,8,3245.97,572,8,405.75,2,0,43,83.3
33435,1788,140,47967.99,142,140,342.63,29,0,38,58.7
33436,1326,76,69002.05,462,76,907.92,1,1,19,43.6
33437,2286,266,313.34,194,266,1.18,18,0,16,75.1
33438,430,377,190.36,336,377,0.5,6,1,7,14.1
33439,1602,465,461.0,726,465,0.99,4,1,11,52.6
33440,213,142,2298.77,66,142,16.19,24,0,43,7.0
33441,1743,235,21658.68,227,235,92.16,4,0,45,57.3
33442,1565,448,54.72,276,448,0.12,4,1,26,51.4
33443,1523,260,4445.69,187,260,17.1,10,1,20,50.0
33444,343,81,469.0,535,81,5.79,20,0,47,11.3
